Data,Chuva-Itajuba ,Nível-Itajuba,Chuva -Maria,Nível-Maria,Chuva-Wenceslau,Nível-Wenceslau,Chuva -Delfim1,Nível-Delfim1,Chuva-Delfim2 ,Nível-Delfim2
2022-12-17 17:45:00,0.0,101,,,,,0.0,340.0,0.0,265.0
2022-12-17 17:30:00,0.0,101,,,,,0.0,341.0,0.0,265.0
2022-12-17 17:15:00,0.0,102,,,,,0.0,340.0,0.0,265.0
2022-12-17 17:00:00,0.0,102,0.0,89358.0,0.0,53.0,0.0,341.0,0.0,265.0
2022-12-17 16:45:00,0.0,103,,,,,0.0,342.0,0.0,265.0
2022-12-17 16:30:00,0.0,104,,,,,0.0,341.0,0.0,265.0
2022-12-17 16:15:00,0.0,104,,,,,0.0,343.0,0.0,266.0
2022-12-17 16:00:00,0.0,105,0.0,89360.0,0.0,54.0,0.0,343.0,0.0,266.0
2022-12-17 15:45:00,0.0,105,,,,,0.0,341.0,0.0,266.0
2022-12-17 15:30:00,0.0,106,,,,,0.0,344.0,0.0,266.0
2022-12-17 15:15:00,0.0,107,,,,,0.0,344.0,0.0,266.0
2022-12-17 15:00:00,0.0,108,0.0,89361.0,0.0,54.0,0.0,344.0,0.0,266.0
2022-12-17 14:45:00,0.0,109,,,,,0.0,342.0,0.0,267.0
2022-12-17 14:30:00,0.0,109,,,,,0.0,343.0,0.0,267.0
2022-12-17 14:15:00,0.0,110,,,,,0.0,350.0,0.0,267.0
2022-12-17 14:00:00,0.0,111,0.0,89357.0,0.0,54.0,0.0,343.0,0.0,267.0
2022-12-17 13:45:00,0.0,111,,,,,0.0,343.0,0.0,268.0
2022-12-17 13:30:00,0.0,112,,,,,0.0,349.0,0.0,268.0
2022-12-17 13:15:00,0.0,112,,,,,0.0,345.0,0.0,268.0
2022-12-17 13:00:00,0.0,113,0.0,89358.0,0.0,56.0,0.0,345.0,0.0,269.0
2022-12-17 12:45:00,0.0,114,,,,,0.0,352.0,0.0,269.0
2022-12-17 12:30:00,0.0,115,,,,,0.0,349.0,0.25,269.0
2022-12-17 12:15:00,0.0,115,,,,,0.0,347.0,0.0,269.0
2022-12-17 12:00:00,0.0,116,0.0,89360.0,0.0,56.0,0.0,353.0,0.0,270.0
2022-12-17 11:45:00,0.0,116,,,,,0.0,353.0,0.0,270.0
2022-12-17 11:30:00,0.0,117,,,,,0.0,354.0,0.0,271.0
2022-12-17 11:15:00,0.0,117,,,,,0.0,354.0,0.0,272.0
2022-12-17 11:00:00,0.0,117,0.0,89360.0,0.0,57.0,0.0,354.0,0.0,272.0
2022-12-17 10:45:00,0.0,117,,,,,0.0,355.0,0.0,272.0
2022-12-17 10:30:00,0.0,117,,,,,0.0,356.0,0.0,273.0
2022-12-17 10:15:00,0.0,117,,,,,0.0,356.0,0.0,273.0
2022-12-17 10:00:00,0.0,116,0.0,89362.0,0.0,58.0,0.0,357.0,0.0,274.0
2022-12-17 09:45:00,0.0,115,,,,,0.0,358.0,0.0,275.0
2022-12-17 09:30:00,0.0,114,,,,,0.0,358.0,0.0,275.0
2022-12-17 09:15:00,0.0,112,,,,,0.0,359.0,0.0,276.0
2022-12-17 09:00:00,0.0,111,0.0,89362.0,0.0,59.0,0.0,360.0,,
2022-12-17 08:45:00,0.0,109,,,,,0.0,360.0,,
2022-12-17 08:30:00,0.0,107,,,,,0.0,361.0,,
2022-12-17 08:15:00,0.0,105,,,,,0.0,361.0,,
2022-12-17 08:00:00,0.0,103,0.0,89360.0,0.0,61.0,0.25,361.0,,
2022-12-17 07:45:00,0.0,101,,,,,0.0,361.0,,
2022-12-17 07:30:00,0.0,100,,,,,0.0,361.0,,
2022-12-17 07:15:00,0.0,99,,,,,0.0,360.0,,
2022-12-17 07:00:00,0.0,97,0.0,89355.0,0.0,61.0,0.0,360.0,,
2022-12-17 06:45:00,0.0,96,,,,,0.0,359.0,,
2022-12-17 06:30:00,0.0,95,,,,,0.0,358.0,,
2022-12-17 06:15:00,0.0,93,,,,,0.0,357.0,,
2022-12-17 06:00:00,0.0,92,0.0,89349.0,0.0,61.0,0.0,355.0,,
2022-12-17 05:45:00,0.0,91,,,,,0.0,351.0,,
2022-12-17 05:30:00,0.0,90,,,,,0.0,351.0,,
2022-12-17 05:15:00,0.2,89,,,,,0.0,351.0,,
2022-12-17 05:00:00,0.0,88,,,0.0,61.0,0.0,351.0,,
2022-12-17 04:45:00,0.0,88,,,,,0.0,351.0,,
2022-12-17 04:30:00,0.2,87,,,,,0.0,350.0,,
2022-12-17 04:15:00,0.0,87,,,,,0.0,351.0,,
2022-12-17 04:00:00,0.2,87,0.0,89343.0,0.0,61.0,0.0,351.0,,
2022-12-17 03:45:00,0.0,86,,,,,0.0,351.0,,
2022-12-17 03:30:00,0.4,86,,,,,0.0,351.0,,
2022-12-17 03:15:00,0.0,86,,,,,0.0,351.0,,
2022-12-17 03:00:00,0.4,86,0.0,89344.0,0.0,61.0,0.0,351.0,,
2022-12-17 02:45:00,0.8,86,,,,,0.0,351.0,0.0,269.0
2022-12-17 02:30:00,0.6,86,,,,,0.0,351.0,0.0,269.0
2022-12-17 02:15:00,1.2,86,,,,,0.0,351.0,0.0,269.0
2022-12-17 02:00:00,3.4,86,0.0,89345.0,1.0,61.0,0.0,350.0,0.0,269.0
2022-12-17 01:45:00,1.0,86,,,,,0.0,343.0,0.0,267.0
2022-12-17 01:30:00,0.4,85,,,,,0.0,351.0,0.0,267.0
2022-12-17 01:15:00,0.0,86,,,,,0.0,343.0,0.0,266.0
2022-12-17 01:00:00,0.0,86,0.0,89346.0,2.0,62.0,0.0,343.0,0.0,266.0
2022-12-17 00:45:00,2.8,87,,,,,0.0,350.0,0.0,265.0
2022-12-17 00:30:00,2.2,88,,,,,0.0,343.0,0.0,264.0
2022-12-17 00:15:00,0.0,86,,,,,0.0,342.0,0.0,264.0
2022-12-17 00:00:00,0.0,86,,89348.0,1.0,68.0,0.0,341.0,0.0,263.0
2022-12-16 23:45:00,0.0,86,,,,,0.0,341.0,0.0,262.0
2022-12-16 23:30:00,0.0,86,,,,,0.0,339.0,0.0,262.0
2022-12-16 23:15:00,0.0,86,,,,,0.0,339.0,0.0,262.0
2022-12-16 23:00:00,0.0,86,0.0,89349.0,5.0,54.0,0.0,337.0,0.0,262.0
2022-12-16 22:45:00,0.0,86,,,,,0.0,337.0,0.0,261.0
2022-12-16 22:30:00,0.0,86,,,,,0.0,337.0,0.0,261.0
2022-12-16 22:15:00,0.0,86,,,,,0.0,337.0,0.0,261.0
2022-12-16 22:00:00,0.0,87,0.0,89339.0,0.0,51.0,0.0,335.0,0.0,262.0
2022-12-16 21:45:00,0.0,87,,,,,0.0,336.0,0.0,262.0
2022-12-16 21:30:00,0.0,87,,,,,0.0,337.0,0.0,261.0
2022-12-16 21:15:00,0.0,87,,,,,0.0,336.0,0.0,261.0
2022-12-16 21:00:00,0.0,87,0.0,89338.0,0.0,51.0,0.0,336.0,0.0,261.0
2022-12-16 20:45:00,0.0,87,,,,,0.0,337.0,0.0,261.0
2022-12-16 20:30:00,0.4,87,,,,,0.0,335.0,0.0,261.0
2022-12-16 20:15:00,1.2,88,,,,,0.0,335.0,0.0,261.0
2022-12-16 20:00:00,0.2,88,0.0,89338.0,0.0,51.0,0.0,337.0,0.0,261.0
2022-12-16 19:45:00,0.0,87,,,,,0.0,335.0,0.0,261.0
2022-12-16 19:30:00,0.0,88,,,,,0.0,335.0,0.0,262.0
2022-12-16 19:15:00,0.0,88,,,,,0.0,337.0,0.0,261.0
2022-12-16 19:00:00,0.0,88,0.0,89338.0,1.0,52.0,0.0,336.0,0.0,262.0
2022-12-16 18:45:00,0.0,88,,,,,0.0,335.0,0.0,262.0
2022-12-16 18:30:00,0.0,88,,,,,0.0,337.0,0.0,262.0
2022-12-16 18:15:00,0.0,88,,,,,0.0,336.0,0.0,262.0
2022-12-16 18:00:00,0.0,89,0.0,89339.0,0.0,51.0,0.0,336.0,0.0,262.0
2022-12-16 17:45:00,0.0,89,,,,,0.0,335.0,0.0,262.0
2022-12-16 17:30:00,0.0,89,,,,,0.0,336.0,0.0,262.0
2022-12-16 17:15:00,0.0,89,,,,,0.0,338.0,0.0,262.0
2022-12-16 17:00:00,0.0,89,0.0,89340.0,0.0,51.0,0.0,337.0,0.0,262.0
2022-12-16 16:45:00,0.0,90,,,,,0.0,336.0,0.0,262.0
2022-12-16 16:30:00,0.0,89,,,,,0.0,336.0,0.0,262.0
2022-12-16 16:15:00,0.0,89,,,,,0.0,336.0,0.0,262.0
2022-12-16 16:00:00,0.0,89,0.0,89341.0,0.0,52.0,0.0,338.0,0.0,262.0
2022-12-16 15:45:00,0.0,89,,,,,0.0,336.0,0.0,262.0
2022-12-16 15:30:00,0.0,89,,,,,0.0,336.0,0.0,262.0
2022-12-16 15:15:00,0.0,89,,,,,0.0,338.0,0.0,262.0
2022-12-16 15:00:00,0.0,88,0.0,89342.0,0.0,52.0,0.0,338.0,0.0,262.0
2022-12-16 14:45:00,0.0,88,,,,,0.0,336.0,0.0,262.0
2022-12-16 14:30:00,0.0,88,,,,,0.0,339.0,0.0,263.0
2022-12-16 14:15:00,0.0,88,,,,,0.0,339.0,0.0,263.0
2022-12-16 14:00:00,0.0,88,0.0,89343.0,0.0,52.0,0.0,338.0,0.0,263.0
2022-12-16 13:45:00,0.0,88,,,,,0.0,336.0,0.0,263.0
2022-12-16 13:30:00,0.0,89,,,,,0.0,338.0,0.0,263.0
2022-12-16 13:15:00,0.0,89,,,,,0.0,339.0,0.0,263.0
2022-12-16 13:00:00,0.0,88,0.0,89344.0,0.0,54.0,0.0,338.0,0.0,263.0
2022-12-16 12:45:00,0.0,88,,,,,0.0,339.0,0.0,263.0
2022-12-16 12:30:00,0.0,88,,,,,0.0,339.0,0.0,263.0
2022-12-16 12:15:00,0.0,88,,,,,0.0,339.0,0.0,263.0
2022-12-16 12:00:00,0.0,88,0.0,89344.0,0.0,54.0,0.0,339.0,0.0,264.0
2022-12-16 11:45:00,0.0,88,,,,,0.0,339.0,0.0,264.0
2022-12-16 11:30:00,0.0,88,,,,,0.0,339.0,0.0,264.0
2022-12-16 11:15:00,0.0,87,,,,,0.0,339.0,0.0,264.0
2022-12-16 11:00:00,0.0,87,0.0,89345.0,0.0,54.0,0.0,340.0,0.0,264.0
2022-12-16 10:45:00,0.0,87,,,,,0.0,339.0,0.0,264.0
2022-12-16 10:30:00,0.0,87,,,,,0.0,338.0,0.0,263.0
2022-12-16 10:15:00,0.0,87,,,,,0.0,339.0,0.0,263.0
2022-12-16 10:00:00,0.0,87,0.0,89345.0,0.0,61.0,0.0,340.0,0.0,263.0
2022-12-16 09:45:00,0.0,87,,,,,0.0,340.0,0.0,263.0
2022-12-16 09:30:00,0.0,88,,,,,0.0,337.0,0.0,263.0
2022-12-16 09:15:00,0.0,88,,,,,0.0,338.0,0.0,263.0
2022-12-16 09:00:00,0.0,89,0.0,89346.0,0.0,54.0,0.0,340.0,,
2022-12-16 08:45:00,0.0,89,,,,,0.0,338.0,,
2022-12-16 08:30:00,0.0,89,,,,,0.0,338.0,,
2022-12-16 08:15:00,0.0,90,,,,,0.25,338.0,,
2022-12-16 08:00:00,0.0,90,0.0,89349.0,0.0,52.0,0.0,339.0,,
2022-12-16 07:45:00,0.0,90,,,,,0.0,339.0,,
2022-12-16 07:30:00,0.0,90,,,,,0.0,337.0,,
2022-12-16 07:15:00,0.2,91,,,,,0.0,337.0,,
2022-12-16 07:00:00,0.0,91,0.0,89353.0,1.0,51.0,0.0,338.0,,
2022-12-16 06:45:00,0.2,91,,,,,0.0,340.0,,
2022-12-16 06:30:00,0.0,91,,,,,0.0,338.0,,
2022-12-16 06:15:00,0.0,91,,,,,0.0,338.0,,
2022-12-16 06:00:00,0.0,91,0.0,89359.0,0.0,51.0,0.0,338.0,,
2022-12-16 05:45:00,0.0,91,,,,,0.0,339.0,,
2022-12-16 05:30:00,0.0,91,,,,,0.0,338.0,,
2022-12-16 05:15:00,0.0,90,,,,,0.0,338.0,,
2022-12-16 05:00:00,0.0,90,0.0,89361.0,0.0,50.0,0.0,339.0,,
2022-12-16 04:45:00,0.0,90,,,,,0.0,339.0,,
2022-12-16 04:30:00,0.0,90,,,,,0.0,337.0,,
2022-12-16 04:15:00,0.0,90,,,,,0.0,339.0,,
2022-12-16 04:00:00,0.0,90,0.0,89342.0,0.0,50.0,0.0,339.0,,
2022-12-16 03:45:00,0.0,90,,,,,0.0,339.0,,
2022-12-16 03:30:00,0.0,90,,,,,0.0,339.0,,
2022-12-16 03:15:00,0.2,90,,,,,0.0,339.0,,
2022-12-16 03:00:00,0.0,90,0.0,89340.0,0.0,24.0,0.0,339.0,,
2022-12-16 02:45:00,0.0,91,,,,,0.0,341.0,,
2022-12-16 02:30:00,0.0,91,,,,,0.0,339.0,0.0,263.0
2022-12-16 01:15:00,0.0,92,,,,,0.0,339.0,0.0,262.0
2022-12-16 01:00:00,0.0,92,0.0,89344.0,0.0,50.0,0.0,339.0,0.0,262.0
2022-12-16 00:45:00,0.0,92,,,,,0.0,340.0,0.0,262.0
2022-12-16 00:30:00,0.0,92,,,,,0.0,338.0,0.0,261.0
2022-12-16 00:15:00,0.0,91,,,,,0.0,337.0,0.0,261.0
2022-12-16 00:00:00,0.2,91,0.0,89338.0,0.0,50.0,0.0,336.0,0.0,261.0
2022-12-15 23:45:00,0.2,91,,,,,0.0,336.0,0.0,261.0
2022-12-15 23:30:00,0.0,90,,,,,0.0,339.0,0.0,261.0
2022-12-15 23:15:00,0.0,88,,,,,0.0,337.0,0.0,261.0
2022-12-15 23:00:00,0.0,88,0.0,89337.0,1.0,51.0,0.0,335.0,0.0,262.0
2022-12-15 22:45:00,0.0,88,,,,,0.0,336.0,0.0,262.0
2022-12-15 22:30:00,0.0,88,,,,,0.0,338.0,0.0,262.0
2022-12-15 22:15:00,0.0,88,,,,,0.0,336.0,0.0,262.0
2022-12-15 22:00:00,0.0,88,0.0,89337.0,0.0,50.0,0.0,336.0,0.0,262.0
2022-12-15 21:45:00,0.0,88,,,,,0.0,336.0,0.0,262.0
2022-12-15 21:30:00,0.0,88,,,,,0.0,336.0,0.0,262.0
2022-12-15 21:15:00,0.0,88,,,,,0.0,336.0,0.0,262.0
2022-12-15 21:00:00,0.0,88,0.0,89337.0,0.0,49.0,0.0,336.0,0.0,262.0
2022-12-15 20:45:00,0.0,88,,,,,0.0,336.0,0.0,263.0
2022-12-15 20:30:00,0.0,88,,,,,0.0,335.0,0.0,263.0
2022-12-15 20:15:00,0.0,88,,,,,0.0,337.0,0.0,263.0
2022-12-15 20:00:00,0.0,88,0.0,89337.0,0.0,50.0,0.0,339.0,0.0,263.0
2022-12-15 19:45:00,0.0,88,,,,,0.0,337.0,0.0,263.0
2022-12-15 19:30:00,0.0,88,,,,,0.0,335.0,0.0,263.0
2022-12-15 19:15:00,0.0,89,,,,,0.0,337.0,0.0,263.0
2022-12-15 19:00:00,0.0,89,0.0,89331.0,0.0,50.0,0.0,339.0,0.0,263.0
2022-12-15 18:45:00,0.0,89,,,,,0.0,337.0,0.0,263.0
2022-12-15 18:30:00,0.0,89,,,,,0.0,337.0,0.0,264.0
2022-12-15 18:15:00,0.0,89,,,,,0.0,337.0,0.0,264.0
2022-12-15 18:00:00,0.0,90,0.0,89332.0,0.0,50.0,0.0,337.0,0.0,264.0
2022-12-15 17:45:00,0.0,90,,,,,0.0,339.0,0.0,264.0
2022-12-15 17:30:00,0.0,90,,,,,0.0,338.0,0.0,264.0
2022-12-15 17:15:00,0.0,91,,,,,0.0,338.0,0.0,264.0
2022-12-15 17:00:00,0.0,91,0.0,89332.0,0.0,51.0,0.0,339.0,0.0,264.0
2022-12-15 16:45:00,0.0,91,,,,,0.0,337.0,0.0,264.0
2022-12-15 16:30:00,0.0,91,,,,,0.0,339.0,0.0,264.0
2022-12-15 16:15:00,0.0,91,,,,,0.0,339.0,0.0,264.0
2022-12-15 16:00:00,0.0,91,0.0,89332.0,0.0,51.0,0.0,338.0,0.0,264.0
2022-12-15 15:45:00,0.0,91,,,,,0.0,338.0,0.0,264.0
2022-12-15 15:30:00,0.0,91,,,,,0.0,339.0,0.0,264.0
2022-12-15 15:15:00,0.0,91,,,,,0.0,339.0,0.0,264.0
2022-12-15 15:00:00,0.0,90,0.0,89333.0,0.0,51.0,0.0,338.0,0.0,264.0
2022-12-15 14:45:00,0.0,90,,,,,0.0,339.0,0.0,264.0
2022-12-15 14:30:00,0.0,90,,,,,0.0,339.0,0.0,264.0
2022-12-15 14:15:00,0.0,90,,,,,0.0,337.0,0.0,264.0
2022-12-15 14:00:00,0.0,90,0.0,89333.0,0.0,51.0,0.0,339.0,0.0,264.0
2022-12-15 13:45:00,0.0,90,,,,,0.0,340.0,0.0,264.0
2022-12-15 13:30:00,0.0,91,,,,,0.0,339.0,0.0,265.0
2022-12-15 13:15:00,0.0,91,,,,,0.0,339.0,0.0,264.0
2022-12-15 13:00:00,0.0,91,0.0,89333.0,0.0,51.0,0.0,339.0,0.0,265.0
2022-12-15 12:45:00,0.0,90,,,,,0.0,339.0,0.0,264.0
2022-12-15 12:30:00,0.0,91,,,,,0.0,341.0,0.0,265.0
2022-12-15 12:15:00,0.0,91,,,,,0.0,339.0,0.0,265.0
2022-12-15 12:00:00,0.0,91,0.0,89333.0,0.0,51.0,0.0,339.0,0.0,265.0
2022-12-15 11:45:00,0.0,91,,,,,0.0,339.0,0.0,265.0
2022-12-15 11:30:00,0.0,91,,,,,0.0,341.0,0.0,265.0
2022-12-15 11:15:00,0.0,91,,,,,0.0,340.0,0.0,265.0
2022-12-15 11:00:00,0.0,91,0.0,89329.0,0.0,52.0,0.0,339.0,0.0,265.0
2022-12-15 10:45:00,0.0,91,,,,,0.0,339.0,0.0,265.0
2022-12-15 10:30:00,0.0,91,,,,,0.0,341.0,0.0,265.0
2022-12-15 10:15:00,0.0,91,,,,,0.0,339.0,0.0,265.0
2022-12-15 10:00:00,0.0,92,0.0,89333.0,0.0,61.0,0.0,339.0,0.0,265.0
2022-12-15 09:45:00,0.0,92,,,,,0.0,341.0,0.0,265.0
2022-12-15 09:30:00,0.0,92,,,,,0.0,341.0,0.0,265.0
2022-12-15 09:15:00,0.0,92,,,,,0.0,338.0,,
2022-12-15 09:00:00,0.0,93,0.0,89334.0,0.0,51.0,0.0,340.0,,
2022-12-15 08:45:00,0.0,93,,,,,0.0,339.0,,
2022-12-15 08:30:00,0.0,93,,,,,0.0,341.0,,
2022-12-15 08:15:00,0.0,94,,,,,0.0,341.0,,
2022-12-15 08:00:00,0.0,94,0.0,89334.0,0.0,51.0,0.0,339.0,,
2022-12-15 07:45:00,0.0,94,,,,,0.0,339.0,,
2022-12-15 07:30:00,0.0,94,,,,,0.0,341.0,,
2022-12-15 07:15:00,0.0,94,,,,,0.0,341.0,,
2022-12-15 07:00:00,0.0,94,0.0,89335.0,0.0,52.0,0.0,339.0,,
2022-12-15 06:45:00,0.0,94,,,,,0.0,339.0,,
2022-12-15 06:30:00,0.0,94,,,,,0.0,343.0,,
2022-12-15 06:15:00,0.0,94,,,,,0.0,340.0,,
2022-12-15 06:00:00,0.0,94,0.0,89335.0,0.0,52.0,0.0,339.0,,
2022-12-15 05:45:00,0.0,94,,,,,0.0,341.0,,
2022-12-15 05:30:00,0.0,94,,,,,0.0,341.0,,
2022-12-15 05:15:00,0.0,95,,,,,0.0,339.0,,
2022-12-15 05:00:00,0.0,95,0.0,89336.0,0.0,52.0,0.0,339.0,,
2022-12-15 04:45:00,0.0,95,,,,,0.0,341.0,,
2022-12-15 04:30:00,0.0,95,,,,,0.0,341.0,,
2022-12-15 04:15:00,0.0,96,,,,,0.0,341.0,,
2022-12-15 04:00:00,0.0,96,0.0,89337.0,0.0,52.0,0.0,339.0,,
2022-12-15 03:45:00,0.0,96,,,,,0.0,340.0,,
2022-12-15 03:30:00,0.0,97,,,,,0.0,342.0,,
2022-12-15 03:15:00,0.0,97,,,,,0.0,342.0,,
2022-12-15 03:00:00,0.0,97,0.0,89337.0,0.0,29.0,0.0,342.0,,
2022-12-15 02:45:00,0.0,97,,,,,0.0,341.0,,
2022-12-15 02:30:00,0.0,98,,,,,0.0,341.0,,
2022-12-15 02:15:00,0.0,98,,,,,0.0,340.0,,
2022-12-15 02:00:00,0.0,98,0.0,89338.0,0.0,53.0,0.0,342.0,0.0,266.0
2022-12-15 01:45:00,0.0,99,,,,,0.0,342.0,0.0,266.0
2022-12-15 01:30:00,0.0,99,,,,,0.0,342.0,0.0,266.0
2022-12-15 01:15:00,0.0,99,,,,,0.0,342.0,0.0,266.0
2022-12-15 01:00:00,0.0,100,0.0,89339.0,0.0,53.0,0.0,342.0,0.0,266.0
2022-12-15 00:45:00,0.0,100,,,,,0.0,341.0,0.0,266.0
2022-12-15 00:30:00,0.0,101,,,,,0.0,343.0,0.0,267.0
2022-12-15 00:15:00,0.0,101,,,,,0.0,343.0,0.0,267.0
2022-12-15 00:00:00,0.0,101,,89340.0,0.0,53.0,0.0,343.0,0.0,267.0
2022-12-14 23:45:00,0.0,102,,,,,0.0,341.0,0.0,267.0
2022-12-14 23:30:00,0.0,102,,,,,0.0,341.0,0.0,267.0
2022-12-14 23:15:00,0.0,102,,,,,0.0,348.0,0.0,267.0
2022-12-14 23:00:00,0.0,103,0.0,89341.0,0.0,54.0,0.0,343.0,0.0,268.0
2022-12-14 22:45:00,0.0,103,,,,,0.0,342.0,0.0,268.0
2022-12-14 22:30:00,0.0,103,,,,,0.0,342.0,0.0,268.0
2022-12-14 22:15:00,0.0,104,,,,,0.0,347.0,0.0,268.0
2022-12-14 22:00:00,0.0,104,0.0,89342.0,0.0,54.0,0.0,342.0,0.0,268.0
2022-12-14 21:45:00,0.0,105,,,,,0.0,347.0,0.0,269.0
2022-12-14 21:30:00,0.0,105,,,,,0.0,348.0,0.0,269.0
2022-12-14 21:15:00,0.0,105,,,,,0.0,343.0,0.0,269.0
2022-12-14 21:00:00,0.0,105,0.0,89342.0,0.0,55.0,0.0,349.0,0.0,269.0
2022-12-14 20:45:00,0.0,105,,,,,0.0,349.0,0.0,269.0
2022-12-14 20:30:00,0.0,105,,,,,0.0,343.0,0.0,270.0
2022-12-14 20:15:00,0.0,106,,,,,0.0,350.0,0.0,270.0
2022-12-14 20:00:00,0.0,106,0.0,89343.0,0.0,54.0,0.0,351.0,0.0,270.0
2022-12-14 19:45:00,0.0,107,,,,,0.0,344.0,0.0,270.0
2022-12-14 19:30:00,0.0,107,,,,,0.0,352.0,0.0,271.0
2022-12-14 19:15:00,0.0,108,,,,,0.0,351.0,0.0,271.0
2022-12-14 19:00:00,0.0,108,0.0,89344.0,0.0,55.0,0.0,352.0,0.0,271.0
2022-12-14 18:45:00,0.0,109,,,,,0.0,352.0,0.0,271.0
2022-12-14 18:30:00,0.0,109,,,,,0.0,353.0,0.0,272.0
2022-12-14 18:15:00,0.0,110,,,,,0.0,353.0,0.0,272.0
2022-12-14 18:00:00,0.0,110,0.0,89333.0,0.0,56.0,0.0,353.0,0.0,272.0
2022-12-14 17:45:00,0.0,111,,,,,0.0,353.0,0.0,272.0
2022-12-14 17:30:00,0.0,111,,,,,0.0,354.0,0.0,272.0
2022-12-14 17:15:00,0.0,111,,,,,0.0,354.0,0.0,273.0
2022-12-14 17:00:00,0.0,112,0.0,89335.0,0.0,56.0,0.0,354.0,0.0,273.0
2022-12-14 16:45:00,0.0,112,,,,,0.0,354.0,0.0,273.0
2022-12-14 16:30:00,0.0,113,,,,,0.0,355.0,0.0,274.0
2022-12-14 16:15:00,0.0,113,,,,,0.0,355.0,0.0,274.0
2022-12-14 16:00:00,0.0,113,0.0,89337.0,0.0,57.0,0.0,356.0,0.0,274.0
2022-12-14 15:45:00,0.0,113,,,,,0.0,356.0,0.0,274.0
2022-12-14 15:30:00,0.0,113,,,,,0.0,357.0,0.0,275.0
2022-12-14 15:15:00,0.0,113,,,,,0.0,357.0,0.0,275.0
2022-12-14 15:00:00,0.0,113,0.0,89340.0,0.0,57.0,0.0,358.0,0.0,276.0
2022-12-14 14:45:00,0.0,113,,,,,0.0,358.0,0.0,276.0
2022-12-14 14:30:00,0.0,112,,,,,0.0,359.0,0.0,276.0
2022-12-14 14:15:00,0.0,112,,,,,0.0,359.0,0.0,276.0
2022-12-14 14:00:00,0.0,112,0.0,89342.0,0.0,58.0,0.0,360.0,0.0,277.0
2022-12-14 13:45:00,0.0,112,,,,,0.0,360.0,0.0,277.0
2022-12-14 13:30:00,0.0,112,,,,,0.0,361.0,0.0,278.0
2022-12-14 13:15:00,0.0,113,,,,,0.0,361.0,0.0,278.0
2022-12-14 13:00:00,0.0,113,0.0,89344.0,0.0,59.0,0.0,362.0,0.0,278.0
2022-12-14 12:45:00,0.0,113,,,,,0.0,363.0,0.0,279.0
2022-12-14 12:30:00,0.0,114,,,,,0.0,364.0,0.0,279.0
2022-12-14 12:15:00,0.0,115,,,,,0.0,365.0,0.0,280.0
2022-12-14 12:00:00,0.0,115,0.0,89345.0,0.0,61.0,0.0,365.0,0.0,280.0
2022-12-14 11:45:00,0.0,116,,,,,0.0,366.0,0.0,281.0
2022-12-14 11:30:00,0.0,117,,,,,0.0,367.0,0.0,281.0
2022-12-14 11:15:00,0.0,117,,,,,0.0,368.0,0.0,282.0
2022-12-14 11:00:00,0.0,119,0.0,89339.0,0.0,61.0,0.0,368.0,0.0,283.0
2022-12-14 10:45:00,0.0,119,,,,,0.0,369.0,0.0,283.0
2022-12-14 10:30:00,0.0,120,,,,,0.0,370.0,0.0,284.0
