Data,Chuva ,Nível
16/02/2020 14:15,0,269
16/02/2020 14:00,0,269
16/02/2020 13:45,0,269
16/02/2020 13:30,0,269
16/02/2020 13:15,0,269
16/02/2020 13:00,0,269
16/02/2020 12:45,0,270
16/02/2020 12:30,0,269
16/02/2020 12:15,0,269
16/02/2020 12:00,0,269
16/02/2020 11:45,0,269
16/02/2020 11:30,0,270
16/02/2020 11:15,0,270
16/02/2020 11:00,0,269
16/02/2020 10:45,0,269
16/02/2020 10:30,0,269
16/02/2020 10:15,0,269
16/02/2020 10:00,0,269
16/02/2020 09:45,0,269
16/02/2020 09:30,0,270
16/02/2020 09:15,0,269
16/02/2020 09:00,0,270
16/02/2020 08:45,0,270
16/02/2020 08:30,0,269
16/02/2020 08:15,0,270
16/02/2020 08:00,0,270
16/02/2020 07:45,0,270
16/02/2020 07:30,0,269
16/02/2020 07:15,0,270
16/02/2020 07:00,0,269
16/02/2020 06:45,0,270
16/02/2020 06:30,0,270
16/02/2020 06:15,0,270
16/02/2020 06:00,0,270
16/02/2020 05:45,0,270
16/02/2020 05:30,0,270
16/02/2020 05:15,0,270
16/02/2020 05:00,0,270
16/02/2020 04:45,0,270
16/02/2020 04:30,0,270
16/02/2020 04:15,0,270
16/02/2020 04:00,0,270
16/02/2020 03:45,0,270
16/02/2020 03:30,0,270
16/02/2020 03:15,0,270
16/02/2020 03:00,0,269
16/02/2020 02:45,0,270
16/02/2020 02:30,0,270
16/02/2020 02:15,0,270
16/02/2020 02:00,0,270
16/02/2020 01:45,0,270
16/02/2020 01:30,0,270
16/02/2020 01:15,0,270
16/02/2020 01:00,0,270
16/02/2020 00:45,0,270
16/02/2020 00:30,0,271
16/02/2020 00:15,0,271
16/02/2020 00:00,0,271
15/02/2020 23:45,0,271
15/02/2020 23:30,0,271
15/02/2020 23:15,0,271
15/02/2020 23:00,0,271
15/02/2020 22:45,0,271
15/02/2020 22:30,0,271
15/02/2020 22:15,0,272
15/02/2020 22:00,0,272
15/02/2020 21:45,0,272
15/02/2020 21:30,0,272
15/02/2020 21:15,0,272
15/02/2020 21:00,0,272
15/02/2020 20:45,0,272
15/02/2020 20:30,0,272
15/02/2020 20:15,0,272
15/02/2020 20:00,0,273
15/02/2020 19:45,0,273
15/02/2020 19:30,0,273
15/02/2020 19:15,0,273
15/02/2020 19:00,0,274
15/02/2020 18:45,0,274
15/02/2020 18:30,0,274
15/02/2020 18:15,0,274
15/02/2020 18:00,0,274
15/02/2020 17:45,0,274
15/02/2020 17:30,0,274
15/02/2020 17:15,0,275
15/02/2020 17:00,0,275
15/02/2020 16:45,0,275
15/02/2020 16:30,0,275
15/02/2020 16:15,0,275
15/02/2020 16:00,0,275
15/02/2020 15:45,0,275
15/02/2020 15:30,0,275
15/02/2020 15:15,0,275
15/02/2020 15:00,0,275
15/02/2020 14:45,0,275
15/02/2020 14:30,0,276
15/02/2020 14:15,0,276
15/02/2020 14:00,0,276
15/02/2020 13:45,0,276
15/02/2020 13:30,0,276
15/02/2020 13:15,0,276
15/02/2020 13:00,0,276
15/02/2020 12:45,0,276
15/02/2020 12:30,0,276
15/02/2020 12:15,0,276
15/02/2020 12:00,0,276
15/02/2020 11:45,0,276
15/02/2020 11:30,0,277
15/02/2020 11:15,0,276
15/02/2020 11:00,0,277
15/02/2020 10:45,0,277
15/02/2020 10:30,0,277
15/02/2020 10:15,0,277
15/02/2020 10:00,0,277
15/02/2020 09:45,0,277
15/02/2020 09:30,0,277
15/02/2020 09:15,0,278
15/02/2020 09:00,0,278
15/02/2020 08:45,0,278
15/02/2020 08:30,0,279
15/02/2020 08:15,0,279
15/02/2020 08:00,0,280
15/02/2020 07:45,0,280
15/02/2020 07:30,0,280
15/02/2020 07:15,0,280
15/02/2020 07:00,0,281
15/02/2020 06:45,0,281
15/02/2020 06:30,0,281
15/02/2020 06:15,0,280
15/02/2020 06:00,0,280
15/02/2020 05:45,0,279
15/02/2020 05:30,0,279
15/02/2020 05:15,0,278
15/02/2020 05:00,0,277
15/02/2020 04:45,0,277
15/02/2020 04:30,0,276
15/02/2020 04:15,0,276
15/02/2020 04:00,0,276
15/02/2020 03:45,0,276
15/02/2020 03:30,0,277
15/02/2020 03:15,0,276
15/02/2020 03:00,0,277
15/02/2020 02:45,0,277
15/02/2020 02:30,0,277
15/02/2020 02:15,0,277
15/02/2020 02:00,0,277
15/02/2020 01:45,0,277
15/02/2020 01:30,0,277
15/02/2020 01:15,0,277
15/02/2020 01:00,0,277
15/02/2020 00:45,0,278
15/02/2020 00:30,0,278
15/02/2020 00:15,0,278
15/02/2020 00:00,0,278
14/02/2020 23:45,0,279
14/02/2020 23:30,0,279
14/02/2020 23:15,0,279
14/02/2020 23:00,0,279
14/02/2020 22:45,0,279
14/02/2020 22:30,0,280
14/02/2020 22:15,0,280
14/02/2020 22:00,0,280
14/02/2020 21:45,0,280
14/02/2020 21:30,0,281
14/02/2020 21:15,0,281
14/02/2020 21:00,0,281
14/02/2020 20:45,0,281
14/02/2020 20:30,0,282
14/02/2020 20:15,0,282
14/02/2020 20:00,0,283
14/02/2020 19:45,0,283
14/02/2020 19:30,0,283
14/02/2020 19:15,0,283
14/02/2020 19:00,0,283
14/02/2020 18:45,0,283
14/02/2020 18:30,0,284
14/02/2020 18:15,0,284
14/02/2020 18:00,0,284
14/02/2020 17:45,0,284
14/02/2020 17:30,0,285
14/02/2020 17:15,0,285
14/02/2020 17:00,0,285
14/02/2020 16:45,0,286
14/02/2020 16:30,0,286
14/02/2020 16:15,0,286
14/02/2020 16:00,0,287
14/02/2020 15:45,0,287
14/02/2020 15:30,0,287
14/02/2020 15:15,0,287
14/02/2020 15:00,0,288
14/02/2020 14:45,0,288
14/02/2020 14:30,0,288
14/02/2020 14:15,0,289
14/02/2020 14:00,0,289
14/02/2020 13:45,0,289
14/02/2020 13:30,0,289
14/02/2020 13:15,0,290
14/02/2020 13:00,0,290
14/02/2020 12:45,0,291
14/02/2020 12:30,0,291
14/02/2020 12:15,0,291
14/02/2020 12:00,0,292
14/02/2020 11:45,0,292
14/02/2020 11:30,0,293
14/02/2020 11:15,0,294
14/02/2020 11:00,0,294
14/02/2020 10:45,0,295
14/02/2020 10:30,0,296
14/02/2020 10:15,0,296
14/02/2020 10:00,0,298
14/02/2020 09:45,0,298
14/02/2020 09:30,0,300
14/02/2020 09:15,0,301
14/02/2020 09:00,0,302
14/02/2020 08:45,0,303
14/02/2020 08:30,0,304
14/02/2020 08:15,0,306
14/02/2020 08:00,0,307
14/02/2020 07:45,0,308
14/02/2020 07:30,0,309
14/02/2020 07:15,0,309
14/02/2020 07:00,0,310
14/02/2020 06:45,0,310
14/02/2020 06:30,0,310
14/02/2020 06:15,0,310
14/02/2020 06:00,0,310
14/02/2020 05:45,0,309
14/02/2020 05:30,0,309
14/02/2020 05:15,0,308
14/02/2020 05:00,0,307
14/02/2020 04:45,0,307
14/02/2020 04:30,0,305
14/02/2020 04:15,0,304
14/02/2020 04:00,0,303
14/02/2020 03:45,0,301
14/02/2020 03:30,0,300
14/02/2020 03:15,0,299
14/02/2020 03:00,0,298
14/02/2020 02:45,0,298
14/02/2020 02:30,0,298
14/02/2020 02:15,0,298
14/02/2020 02:00,0,299
14/02/2020 01:45,0,300
14/02/2020 01:30,0,300
14/02/2020 01:15,0,301
14/02/2020 01:00,0,301
14/02/2020 00:45,0,301
14/02/2020 00:30,0,302
14/02/2020 00:15,0,302
14/02/2020 00:00,0,302
13/02/2020 23:45,0,302
13/02/2020 23:30,0,302
13/02/2020 23:15,0,303
13/02/2020 23:00,0,303
13/02/2020 22:45,0,305
13/02/2020 22:30,0,306
13/02/2020 22:15,0,308
13/02/2020 22:00,0,309
13/02/2020 21:45,0,312
13/02/2020 21:30,0,316
13/02/2020 21:15,0,320
13/02/2020 21:00,0,325
13/02/2020 20:45,0,331
13/02/2020 20:30,0,338
13/02/2020 20:15,0,346
13/02/2020 20:00,0,350
13/02/2020 19:45,0,347
13/02/2020 19:30,0,342
13/02/2020 19:15,0,337
13/02/2020 19:00,0,322
13/02/2020 18:45,0,315
13/02/2020 18:30,6.75,297
13/02/2020 18:15,12.25,283
13/02/2020 18:00,0.5,281
13/02/2020 17:45,0,282
13/02/2020 17:30,0,282
13/02/2020 17:15,0,282
13/02/2020 17:00,0,282
13/02/2020 16:45,0,282
13/02/2020 16:30,0,282
13/02/2020 16:15,0,283
13/02/2020 16:00,0,283
13/02/2020 15:45,0,283
13/02/2020 15:30,0,283
13/02/2020 15:15,0,283
13/02/2020 15:00,0,283
13/02/2020 14:45,0,284
13/02/2020 14:30,0,283
13/02/2020 14:15,0,284
13/02/2020 14:00,0,284
13/02/2020 13:45,0,284
13/02/2020 13:30,0,285
13/02/2020 13:15,0,285
13/02/2020 13:00,0,285
13/02/2020 12:45,0,285
13/02/2020 12:30,0,285
13/02/2020 12:15,0,285
13/02/2020 12:00,0,285
13/02/2020 11:45,0,285
13/02/2020 11:30,0,286
13/02/2020 11:15,0,286
13/02/2020 11:00,0,286
13/02/2020 10:45,0,287
13/02/2020 10:30,0,287
13/02/2020 10:15,0,287
13/02/2020 10:00,0,287
13/02/2020 09:45,0,287
13/02/2020 09:30,0,287
13/02/2020 09:15,0,287
13/02/2020 09:00,0,288
13/02/2020 08:45,0,288
13/02/2020 08:30,0,288
13/02/2020 08:15,0,289
13/02/2020 08:00,0,289
13/02/2020 07:45,0,289
13/02/2020 07:30,0,289
13/02/2020 07:15,0,290
13/02/2020 07:00,0,290
13/02/2020 06:45,0,290
13/02/2020 06:30,0,290
13/02/2020 06:15,0,290
13/02/2020 06:00,0,291
13/02/2020 05:45,0,291
13/02/2020 05:30,0,291
13/02/2020 05:15,0,291
13/02/2020 05:00,0,292
13/02/2020 04:45,0,292
13/02/2020 04:30,0,292
13/02/2020 04:15,0,293
13/02/2020 04:00,0,293
13/02/2020 03:45,0,294
13/02/2020 03:30,0,294
13/02/2020 03:15,0,294
13/02/2020 03:00,0,295
13/02/2020 02:45,0,296
13/02/2020 02:30,0,296
13/02/2020 02:15,0,297
13/02/2020 02:00,0,298
13/02/2020 01:45,0,298
13/02/2020 01:30,0,299
13/02/2020 01:15,0,299
13/02/2020 01:00,0,300
13/02/2020 00:45,0,300
13/02/2020 00:30,0,301
13/02/2020 00:15,0,301
13/02/2020 00:00,0,302
12/02/2020 23:45,0,302
12/02/2020 23:30,0,302
12/02/2020 23:15,0,302
12/02/2020 23:00,0,302
12/02/2020 22:45,0,302
12/02/2020 22:30,0,303
12/02/2020 22:15,0,302
12/02/2020 22:00,0,302
12/02/2020 21:45,0,301
12/02/2020 21:30,0,301
12/02/2020 21:15,0,300
12/02/2020 21:00,0,300
12/02/2020 20:45,0,299
12/02/2020 20:30,0,299
12/02/2020 20:15,0.25,299
12/02/2020 20:00,0,298
12/02/2020 19:45,0,298
12/02/2020 19:30,0,297
12/02/2020 19:15,0,297
12/02/2020 19:00,0,297
12/02/2020 18:45,0,297
12/02/2020 18:30,0,296
12/02/2020 18:15,0,297
12/02/2020 18:00,0,296
12/02/2020 17:45,0,296
12/02/2020 17:30,0,297
12/02/2020 17:15,0,297
12/02/2020 17:00,0.25,297
12/02/2020 16:45,0.25,298
12/02/2020 16:30,0,298
12/02/2020 16:15,0,298
12/02/2020 16:00,0.5,298
12/02/2020 15:45,0.5,298
12/02/2020 15:30,0,299
12/02/2020 15:15,0,299
12/02/2020 15:00,0,300
12/02/2020 14:45,0,300
12/02/2020 14:30,0.25,300
12/02/2020 14:15,0.5,301
12/02/2020 14:00,0.5,301
12/02/2020 13:45,0.75,302
12/02/2020 13:30,0.25,302
12/02/2020 13:15,0,303
12/02/2020 13:00,0,303
12/02/2020 12:45,0,304
12/02/2020 12:30,0,305
12/02/2020 12:15,0,305
12/02/2020 12:00,0,306
12/02/2020 11:45,0,307
12/02/2020 11:30,0,308
12/02/2020 11:15,0,309
12/02/2020 11:00,0,309
12/02/2020 10:45,0,310
12/02/2020 10:30,0,311
12/02/2020 10:15,0,312
12/02/2020 10:00,0,312
12/02/2020 09:45,0,314
12/02/2020 09:30,0,315
12/02/2020 09:15,0,315
12/02/2020 09:00,0,316
12/02/2020 08:45,0,317
12/02/2020 08:30,0,317
12/02/2020 08:15,0,318
