Data-Itajuba,Chuva-Itajuba,Nivel-Itajuba,Data-MairaDaFe,Chuva-MariaDaFe,Nivel-MariaDaFe,Data-WenceslauBraz,Chuva-WenceslauBraz,Nivel-WenceslauBraz,Data-DelfimMoreira,Chuva-DelfimMoreira,Vazao-DelfimMoreira,Data-DelfimMoreira2,Chuva-DelfimMoreira2,Vazao-DelfimMoreira2
08/02/2020 14:00,0,107,,,,,,,,,,08/02/2020 14:00,0,255
08/02/2020 13:45,0,107,,,,,,,,,,08/02/2020 13:45,0,255
08/02/2020 13:30,0,108,,,,,,,,,,08/02/2020 13:30,0,255
08/02/2020 13:15,0,108,,,,,,,,,,08/02/2020 13:15,0,255
08/02/2020 13:00,0,109,,,,,,,,,,08/02/2020 13:00,0,255
08/02/2020 12:45,0,109,,,,,,,,,,08/02/2020 12:45,0,255
08/02/2020 12:30,0,110,,,,,,,,,,08/02/2020 12:30,0,255
08/02/2020 12:15,0,110,,,,,,,,,,08/02/2020 12:15,0,255
08/02/2020 12:00,0,111,,,,,,,,,,08/02/2020 12:00,0,255
08/02/2020 11:45,0,111,,,,,,,,,,08/02/2020 11:45,0,255
08/02/2020 11:30,0,112,,,,,,,,,,08/02/2020 11:30,0,255
08/02/2020 11:15,0,112,,,,,,,,,,08/02/2020 11:15,0,255
08/02/2020 11:00,0,113,,,,,,,,,,08/02/2020 11:00,0,255
08/02/2020 10:45,0,113,,,,,,,,,,08/02/2020 10:45,0,255
08/02/2020 10:30,0,114,,,,,,,,,,08/02/2020 10:30,0,255
08/02/2020 10:15,0,114,,,,,,,,,,08/02/2020 10:15,0,255
08/02/2020 10:00,0,114,,,,,,,,,,08/02/2020 10:00,0,255
08/02/2020 09:45,0,114,,,,,,,,,,08/02/2020 09:45,0,255
08/02/2020 09:30,0,115,,,,,,,,,,08/02/2020 09:30,0,255
08/02/2020 09:15,0,115,,,,,,,,,,08/02/2020 09:15,0,255
08/02/2020 09:00,0,115,,,,,,,,,,08/02/2020 09:00,0,255
08/02/2020 08:45,0,115,,,,,,,,,,08/02/2020 08:45,0,255
08/02/2020 08:30,0,115,,,,,,,,,,08/02/2020 08:30,0,255
08/02/2020 08:15,0,116,,,,,,,,,,08/02/2020 08:15,0,255
08/02/2020 08:00,0,116,,,,,,,,,,08/02/2020 08:00,0,255
08/02/2020 07:45,0,116,,,,,,,,,,08/02/2020 07:45,0,255
08/02/2020 07:30,0,116,,,,,,,,,,08/02/2020 07:30,0,255
08/02/2020 07:15,0,117,,,,,,,,,,08/02/2020 07:15,0,255
08/02/2020 07:00,0,117,,,,,,,,,,08/02/2020 07:00,0,255
08/02/2020 06:45,0,117,,,,,,,,,,08/02/2020 06:45,0,255
08/02/2020 06:30,0,117,,,,,,,,,,08/02/2020 06:30,0,255
08/02/2020 06:15,0,118,,,,,,,,,,08/02/2020 06:15,0,255
08/02/2020 06:00,0,118,,,,,,,,,,08/02/2020 06:00,0,255
08/02/2020 05:45,0,118,,,,,,,,,,08/02/2020 05:45,0,255
08/02/2020 05:30,0,118,,,,,,,,,,08/02/2020 05:30,0,255
08/02/2020 05:15,0,119,,,,,,,,,,08/02/2020 05:15,0,255
08/02/2020 05:00,0,119,,,,,,,,,,08/02/2020 05:00,0,256
08/02/2020 04:45,0,119,,,,,,,,,,08/02/2020 04:45,0,255
08/02/2020 04:30,0,120,,,,,,,,,,08/02/2020 04:30,0,256
08/02/2020 04:15,0,120,,,,,,,,,,08/02/2020 04:15,0,256
08/02/2020 04:00,0,120,,,,,,,,,,08/02/2020 04:00,0,256
08/02/2020 03:45,0,121,,,,,,,,,,08/02/2020 03:45,0,256
08/02/2020 03:30,0,121,,,,,,,,,,08/02/2020 03:30,0,256
08/02/2020 03:15,0,121,,,,,,,,,,08/02/2020 03:15,0,256
08/02/2020 03:00,0,122,,,,,,,,,,08/02/2020 03:00,0,256
08/02/2020 02:45,0,122,,,,,,,,,,08/02/2020 02:45,0,256
08/02/2020 02:30,0,122,,,,,,,,,,08/02/2020 02:30,0,256
08/02/2020 02:15,0,123,,,,,,,,,,08/02/2020 02:15,0,256
08/02/2020 02:00,0,123,,,,,,,,,,08/02/2020 02:00,0,256
08/02/2020 01:45,0,124,,,,,,,,,,08/02/2020 01:45,0,256
08/02/2020 01:30,0,124,,,,,,,,,,08/02/2020 01:30,0,256
08/02/2020 01:15,0,125,,,,,,,,,,08/02/2020 01:15,0,257
08/02/2020 01:00,0,125,,,,,,,,,,08/02/2020 01:00,0,256
08/02/2020 00:45,0,126,,,,,,,,,,08/02/2020 00:45,0,257
08/02/2020 00:30,0,126,,,,,,,,,,08/02/2020 00:30,0,257
08/02/2020 00:15,0,127,,,,,,,,,,08/02/2020 00:15,0,257
08/02/2020 00:00,0,127,,,,,,,,,,08/02/2020 00:00,0,257
07/02/2020 23:45,0,128,,,,,,,,,,07/02/2020 23:45,0,257
07/02/2020 23:30,0,128,,,,,,,,,,07/02/2020 23:30,0,257
07/02/2020 23:15,0,129,,,,,,,,,,07/02/2020 23:15,0,257
07/02/2020 23:00,0,130,,,,,,,,,,07/02/2020 23:00,0,257
07/02/2020 22:45,0,130,,,,,,,,,,07/02/2020 22:45,0,257
07/02/2020 22:30,0,130,,,,,,,,,,07/02/2020 22:30,0,257
07/02/2020 22:15,0,131,,,,,,,,,,07/02/2020 22:15,0,258
07/02/2020 22:00,0,131,,,,,,,,,,07/02/2020 22:00,0,258
07/02/2020 21:45,0,132,,,,,,,,,,07/02/2020 21:45,0,258
07/02/2020 21:30,0,132,,,,,,,,,,07/02/2020 21:30,0,258
07/02/2020 21:15,0.2,132,,,,,,,,,,07/02/2020 21:15,0,258
07/02/2020 21:00,0,133,,,,,,,,,,07/02/2020 21:00,0,258
07/02/2020 20:45,0,133,,,,,,,,,,07/02/2020 20:45,0,258
07/02/2020 20:30,0,133,,,,,,,,,,07/02/2020 20:30,0,258
07/02/2020 20:15,0,133,,,,,,,,,,07/02/2020 20:15,0,258
07/02/2020 20:00,0,133,,,,,,,,,,07/02/2020 20:00,0,258
07/02/2020 19:45,0,134,,,,,,,,,,07/02/2020 19:45,0,259
07/02/2020 19:30,0,134,,,,,,,,,,07/02/2020 19:30,0,259
07/02/2020 19:15,0,134,,,,,,,,,,07/02/2020 19:15,0,259
07/02/2020 19:00,0,135,,,,,,,,,,07/02/2020 19:00,0,259
07/02/2020 18:45,0,135,,,,,,,,,,07/02/2020 18:45,0,259
07/02/2020 18:30,0,135,,,,,,,,,,07/02/2020 18:30,0,259
07/02/2020 18:15,0,136,,,,,,,,,,07/02/2020 18:15,0,259
07/02/2020 18:00,0.2,136,,,,,,,,,,07/02/2020 18:00,0,259
07/02/2020 17:45,0.6,137,,,,,,,,,,07/02/2020 17:45,0,259
07/02/2020 17:30,0.4,138,,,,,,,,,,07/02/2020 17:30,0,259
07/02/2020 17:15,0,139,,,,,,,,,,07/02/2020 17:15,0.75,259
07/02/2020 17:00,0.2,139,,,,,,,,,,07/02/2020 17:00,0.75,259
07/02/2020 16:45,0,139,,,,,,,,,,07/02/2020 16:45,0,259
07/02/2020 16:30,0,140,,,,,,,,,,07/02/2020 16:30,0,259
07/02/2020 16:15,0,141,,,,,,,,,,07/02/2020 16:15,0,259
07/02/2020 16:00,0,141,,,,,,,,,,07/02/2020 16:00,0,259
07/02/2020 15:45,0,141,,,,,,,,,,07/02/2020 15:45,0,259
07/02/2020 15:30,0,142,,,,,,,,,,07/02/2020 15:30,0,260
07/02/2020 15:15,0.2,143,,,,,,,,,,07/02/2020 15:15,0,260
07/02/2020 15:00,0,143,,,,,,,,,,07/02/2020 15:00,0,260
07/02/2020 14:45,0,144,,,,,,,,,,07/02/2020 14:45,0,260
07/02/2020 14:30,0,145,,,,,,,,,,07/02/2020 14:30,0,260
07/02/2020 14:15,0,146,,,,,,,,,,07/02/2020 14:15,0,260
07/02/2020 14:00,0,146,,,,,,,,,,07/02/2020 14:00,0,260
07/02/2020 13:45,0,147,,,,,,,,,,07/02/2020 13:45,0,260
07/02/2020 13:30,0,148,,,,,,,,,,07/02/2020 13:30,0,260
07/02/2020 13:15,0,149,,,,,,,,,,07/02/2020 13:15,0,260
07/02/2020 13:00,0,150,,,,,,,,,,07/02/2020 13:00,0,260
07/02/2020 12:45,0,151,,,,,,,,,,07/02/2020 12:45,0,261
07/02/2020 12:30,0,151,,,,,,,,,,07/02/2020 12:30,0,261
07/02/2020 12:15,0,152,,,,,,,,,,07/02/2020 12:15,0,261
07/02/2020 12:00,0,153,,,,,,,,,,07/02/2020 12:00,0,261
07/02/2020 11:45,0,155,,,,,,,,,,07/02/2020 11:45,0,261
07/02/2020 11:30,0,155,,,,,,,,,,07/02/2020 11:30,0,261
07/02/2020 11:15,0,157,,,,,,,,,,07/02/2020 11:15,0,261
07/02/2020 11:00,0,157,,,,,,,,,,07/02/2020 11:00,0,261
07/02/2020 10:45,0,159,,,,,,,,,,07/02/2020 10:45,0,261
07/02/2020 10:30,0,159,,,,,,,,,,07/02/2020 10:30,0,262
07/02/2020 10:15,0,163,,,,,,,,,,07/02/2020 10:15,0.25,262
07/02/2020 10:00,0,164,,,,,,,,,,07/02/2020 10:00,0,262
07/02/2020 09:45,0,164,,,,,,,,,,07/02/2020 09:45,0,262
07/02/2020 09:30,0,164,,,,,,,,,,07/02/2020 09:30,0,262
07/02/2020 09:15,0,163,,,,,,,,,,07/02/2020 09:15,0,262
07/02/2020 09:00,0,164,,,,,,,,,,07/02/2020 09:00,0,262
07/02/2020 08:45,0,164,,,,,,,,,,07/02/2020 08:45,0,262
07/02/2020 08:30,0,164,,,,,,,,,,07/02/2020 08:30,0,262
07/02/2020 08:15,0,164,,,,,,,,,,07/02/2020 08:15,0,262
07/02/2020 08:00,0,164,,,,,,,,,,07/02/2020 08:00,0,262
07/02/2020 07:45,0,164,,,,,,,,,,07/02/2020 07:45,0,262
07/02/2020 07:30,0,165,,,,,,,,,,07/02/2020 07:30,0,263
07/02/2020 07:15,0,164,,,,,,,,,,07/02/2020 07:15,0,263
07/02/2020 07:00,0,164,,,,,,,,,,07/02/2020 07:00,0,263
07/02/2020 06:45,0,165,,,,,,,,,,07/02/2020 06:45,0,263
07/02/2020 06:30,0,165,,,,,,,,,,07/02/2020 06:30,0,263
07/02/2020 06:15,0,165,,,,,,,,,,07/02/2020 06:15,0,264
07/02/2020 06:00,0,165,,,,,,,,,,07/02/2020 06:00,0,264
07/02/2020 05:45,0,165,,,,,,,,,,07/02/2020 05:45,0,264
07/02/2020 05:30,0,166,,,,,,,,,,07/02/2020 05:30,0,264
07/02/2020 05:15,0,166,,,,,,,,,,07/02/2020 05:15,0,264
07/02/2020 05:00,0,166,,,,,,,,,,07/02/2020 05:00,0,265
07/02/2020 04:45,0,167,,,,,,,,,,07/02/2020 04:45,0,265
07/02/2020 04:30,0,167,,,,,,,,,,07/02/2020 04:30,0,265
07/02/2020 04:15,0,167,,,,,,,,,,07/02/2020 04:15,0,265
07/02/2020 04:00,0,168,,,,,,,,,,07/02/2020 04:00,0,265
07/02/2020 03:45,0,169,,,,,,,,,,07/02/2020 03:45,0,266
07/02/2020 03:30,0,169,,,,,,,,,,07/02/2020 03:30,0,266
07/02/2020 03:15,0,170,,,,,,,,,,07/02/2020 03:15,0,266
07/02/2020 03:00,0,171,,,,,,,,,,07/02/2020 03:00,0,267
07/02/2020 02:45,0,172,,,,,,,,,,07/02/2020 02:45,0,267
07/02/2020 02:30,0,173,,,,,,,,,,07/02/2020 02:30,0,268
07/02/2020 02:15,0,174,,,,,,,,,,07/02/2020 02:15,0,268
07/02/2020 02:00,0,175,,,,,,,,,,07/02/2020 02:00,0,269
07/02/2020 01:45,0,177,,,,,,,,,,07/02/2020 01:45,0,269
07/02/2020 01:30,0,179,,,,,,,,,,07/02/2020 01:30,0,269
07/02/2020 01:15,0.2,181,,,,,,,,,,07/02/2020 01:15,0,270
07/02/2020 01:00,0.2,183,,,,,,,,,,07/02/2020 01:00,0,270
07/02/2020 00:45,0,184,,,,,,,,,,07/02/2020 00:45,0.25,271
07/02/2020 00:30,0,186,,,,,,,,,,07/02/2020 00:30,0,272
07/02/2020 00:15,0,189,,,,,,,,,,07/02/2020 00:15,0,272
07/02/2020 00:00,0,192,,,,,,,,,,07/02/2020 00:00,0,272
06/02/2020 23:45,0,194,,,,,,,,,,06/02/2020 23:45,0,272
06/02/2020 23:30,0,196,,,,,,,,,,06/02/2020 23:30,0,273
06/02/2020 23:15,0.2,199,,,,,,,,,,06/02/2020 23:15,0,272
06/02/2020 23:00,0,201,,,,,,,,,,06/02/2020 23:00,0,272
06/02/2020 22:45,0.4,204,,,,,,,,,,06/02/2020 22:45,0,272
06/02/2020 22:30,0,207,,,,,,,,,,06/02/2020 22:30,0,271
06/02/2020 22:15,0,210,,,,,,,,,,06/02/2020 22:15,0,271
06/02/2020 22:00,0.4,212,,,,,,,,,,06/02/2020 22:00,0,271
06/02/2020 21:45,0.4,215,,,,,,,,,,06/02/2020 21:45,0,271
06/02/2020 21:30,0,217,,,,,,,,,,06/02/2020 21:30,0,271
06/02/2020 21:15,0,219,,,,,,,,,,06/02/2020 21:15,0,272
06/02/2020 21:00,0.6,221,,,,,,,,,,06/02/2020 21:00,0,272
06/02/2020 20:45,0.4,223,,,,,,,,,,06/02/2020 20:45,0,272
06/02/2020 20:30,0.4,225,,,,,,,,,,06/02/2020 20:30,0,272
06/02/2020 20:15,0.4,226,,,,,,,,,,06/02/2020 20:15,0,272
06/02/2020 20:00,0.6,228,,,,,,,,,,06/02/2020 20:00,0,272
06/02/2020 19:45,2,230,,,,,,,,,,06/02/2020 19:45,0,272
06/02/2020 19:30,1,231,,,,,,,,,,06/02/2020 19:30,0,272
06/02/2020 19:15,0,233,,,,,,,,,,06/02/2020 19:15,0,272
06/02/2020 19:00,0,236,,,,,,,,,,06/02/2020 19:00,0,273
06/02/2020 18:45,0,239,,,,,,,,,,06/02/2020 18:45,0,273
06/02/2020 18:30,0,242,,,,,,,,,,06/02/2020 18:30,0,272
06/02/2020 18:15,0,245,,,,,,,,,,06/02/2020 18:15,0,272
06/02/2020 18:00,0,247,,,,,,,,,,06/02/2020 18:00,0,271
06/02/2020 17:45,0,250,,,,,,,,,,06/02/2020 17:45,0,270
06/02/2020 17:30,0,252,,,,,,,,,,06/02/2020 17:30,0,270
06/02/2020 17:15,0,254,,,,,,,,,,06/02/2020 17:15,0,270
06/02/2020 17:00,0,256,,,,,,,,,,06/02/2020 17:00,0,269
06/02/2020 16:45,0,257,,,,,,,,,,06/02/2020 16:45,0,269
06/02/2020 16:30,0,258,,,,,,,,,,06/02/2020 16:30,0,269
06/02/2020 16:15,0,259,,,,,,,,,,06/02/2020 16:15,0,270
06/02/2020 16:00,0,259,,,,,,,,,,06/02/2020 16:00,0,270
06/02/2020 15:45,0,259,,,,,,,,,,06/02/2020 15:45,0,271
06/02/2020 15:30,0,259,,,,,,,,,,06/02/2020 15:30,0,271
06/02/2020 15:15,0,259,,,,,,,,,,06/02/2020 15:15,0,272
06/02/2020 15:00,0,259,,,,,,,,,,06/02/2020 15:00,0,272
06/02/2020 14:45,0,258,,,,,,,,,,06/02/2020 14:45,0,273
06/02/2020 14:30,0.2,256,,,,,,,,,,06/02/2020 14:30,0,273
06/02/2020 14:15,0,255,,,,,,,,,,06/02/2020 14:15,0,274
06/02/2020 14:00,0,253,,,,,,,,,,06/02/2020 14:00,0,275
06/02/2020 13:45,0,252,,,,,,,,,,06/02/2020 13:45,0.25,275
06/02/2020 13:30,0,250,,,,,,,,,,06/02/2020 13:30,0,276
06/02/2020 13:15,0,248,,,,,,,,,,06/02/2020 13:15,0,277
06/02/2020 13:00,0,246,,,,,,,,,,06/02/2020 13:00,0,277
06/02/2020 12:45,0,244,,,,,,,,,,06/02/2020 12:45,0,278
06/02/2020 12:30,0,242,,,,,,,,,,06/02/2020 12:30,0,278
06/02/2020 12:15,0,240,,,,,,,,,,06/02/2020 12:15,0,278
06/02/2020 12:00,0,238,,,,,,,,,,06/02/2020 12:00,0,279
06/02/2020 11:45,0,235,,,,,,,,,,06/02/2020 11:45,0,279
06/02/2020 11:30,0,233,,,,,,,,,,06/02/2020 11:30,0,279
06/02/2020 11:15,0,230,,,,,,,,,,06/02/2020 11:15,0,279
06/02/2020 11:00,0,227,,,,,,,,,,06/02/2020 11:00,0,278
06/02/2020 10:45,0,225,,,,,,,,,,06/02/2020 10:45,0,277
06/02/2020 10:30,0,222,,,,,,,,,,06/02/2020 10:30,0,277
06/02/2020 10:15,0,219,,,,,,,,,,06/02/2020 10:15,0,276
06/02/2020 10:00,0,215,,,,,,,,,,06/02/2020 10:00,0,276
06/02/2020 09:45,0,212,,,,,,,,,,06/02/2020 09:45,0.25,274
06/02/2020 09:30,0,208,,,,,,,,,,06/02/2020 09:30,0,274
06/02/2020 09:15,0,204,,,,,,,,,,06/02/2020 09:15,0,273
06/02/2020 09:00,0,201,,,,,,,,,,06/02/2020 09:00,0,273
06/02/2020 08:45,0,197,,,,,,,,,,06/02/2020 08:45,0,273
06/02/2020 08:30,0,193,,,,,,,,,,06/02/2020 08:30,0,272
06/02/2020 08:15,0,189,,,,,,,,,,06/02/2020 08:15,0,273
06/02/2020 08:00,0,185,,,,,,,,,,06/02/2020 08:00,0,273
06/02/2020 07:45,0,182,,,,,,,,,,06/02/2020 07:45,0,273
06/02/2020 07:30,0,178,,,,,,,,,,06/02/2020 07:30,0,274
06/02/2020 07:15,0,174,,,,,,,,,,06/02/2020 07:15,0,274
06/02/2020 07:00,0.2,171,,,,,,,,,,06/02/2020 07:00,0,274
06/02/2020 06:45,0.2,167,,,,,,,,,,06/02/2020 06:45,0,275
06/02/2020 06:30,0,163,,,,,,,,,,06/02/2020 06:30,0.25,275
06/02/2020 06:15,0,160,,,,,,,,,,06/02/2020 06:15,0,275
06/02/2020 06:00,0.2,156,,,,,,,,,,06/02/2020 06:00,0,275
06/02/2020 05:45,0,153,,,,,,,,,,06/02/2020 05:45,0,273
06/02/2020 05:30,0,149,,,,,,,,,,06/02/2020 05:30,0,272
06/02/2020 05:15,0.2,146,,,,,,,,,,06/02/2020 05:15,0,270
06/02/2020 05:00,0.4,143,,,,,,,,,,06/02/2020 05:00,0,269
06/02/2020 04:45,0.2,140,,,,,,,,,,06/02/2020 04:45,0.25,269
06/02/2020 04:30,0.4,138,,,,,,,,,,06/02/2020 04:30,0.5,268
06/02/2020 04:15,0.2,136,,,,,,,,,,06/02/2020 04:15,0.25,268
06/02/2020 04:00,0.2,134,,,,,,,,,,06/02/2020 04:00,0.25,267
06/02/2020 03:45,0.4,132,,,,,,,,,,06/02/2020 03:45,0.25,266
06/02/2020 03:30,0.2,130,,,,,,,,,,06/02/2020 03:30,0.25,265
06/02/2020 03:15,0,129,,,,,,,,,,06/02/2020 03:15,2,264
06/02/2020 03:00,0,128,,,,,,,,,,06/02/2020 03:00,0,263
06/02/2020 02:45,0,128,,,,,,,,,,06/02/2020 02:45,0.25,262
06/02/2020 02:30,0,128,,,,,,,,,,06/02/2020 02:30,0,261
06/02/2020 02:15,0,128,,,,,,,,,,06/02/2020 02:15,0,260
06/02/2020 02:00,0,127,,,,,,,,,,06/02/2020 02:00,0,259
06/02/2020 01:45,0,128,,,,,,,,,,06/02/2020 01:45,0,259
06/02/2020 01:30,0.2,128,,,,,,,,,,06/02/2020 01:30,0,259
06/02/2020 01:15,0,129,,,,,,,,,,06/02/2020 01:15,0.25,259
06/02/2020 01:00,0.2,129,,,,,,,,,,06/02/2020 01:00,0,259
06/02/2020 00:45,0.2,130,,,,,,,,,,06/02/2020 00:45,0.25,259
06/02/2020 00:30,0.8,130,,,,,,,,,,06/02/2020 00:30,1,259
06/02/2020 00:15,1.4,131,,,,,,,,,,06/02/2020 00:15,0.25,260
06/02/2020 00:00,0,131,,,,,,,,,,06/02/2020 00:00,0,260
05/02/2020 23:45,0.4,132,,,,,,,,,,05/02/2020 23:45,0,260
05/02/2020 23:30,0.4,132,,,,,,,,,,05/02/2020 23:30,0.25,260
05/02/2020 23:15,0.4,133,,,,,,,,,,05/02/2020 23:15,0,261
05/02/2020 23:00,0,133,,,,,,,,,,05/02/2020 23:00,0,261
05/02/2020 22:45,0,133,,,,,,,,,,05/02/2020 22:45,0,261
05/02/2020 22:30,0,134,,,,,,,,,,05/02/2020 22:30,0,261
05/02/2020 22:15,0,135,,,,,,,,,,05/02/2020 22:15,0,260
05/02/2020 22:00,0,135,,,,,,,,,,05/02/2020 22:00,0,259
05/02/2020 21:45,0,135,,,,,,,,,,05/02/2020 21:45,0,259
05/02/2020 21:30,0,136,,,,,,,,,,05/02/2020 21:30,0,259
05/02/2020 21:15,0,136,,,,,,,,,,05/02/2020 21:15,0,259
05/02/2020 21:00,0,137,,,,,,,,,,05/02/2020 21:00,0,259
05/02/2020 20:45,0,137,,,,,,,,,,05/02/2020 20:45,0,259
05/02/2020 20:30,0,137,,,,,,,,,,05/02/2020 20:30,0,259
05/02/2020 20:15,0,138,,,,,,,,,,05/02/2020 20:15,0.25,260
05/02/2020 20:00,0,138,,,,,,,,,,05/02/2020 20:00,1,260
05/02/2020 19:45,0,139,,,,,,,,,,05/02/2020 19:45,0,260
05/02/2020 19:30,0,140,,,,,,,,,,05/02/2020 19:30,0,260
05/02/2020 19:15,0,141,,,,,,,,,,05/02/2020 19:15,0,260
05/02/2020 19:00,0,142,,,,,,,,,,05/02/2020 19:00,0,260
05/02/2020 18:45,0,144,,,,,,,,,,05/02/2020 18:45,0,260
05/02/2020 18:30,0,145,,,,,,,,,,05/02/2020 18:30,0,260
05/02/2020 18:15,0,147,,,,,,,,,,05/02/2020 18:15,0,260
05/02/2020 18:00,0,149,,,,,,,,,,05/02/2020 18:00,0,260
05/02/2020 17:45,0,152,,,,,,,,,,05/02/2020 17:45,0,260
05/02/2020 17:30,0,154,,,,,,,,,,05/02/2020 17:30,0,260
05/02/2020 17:15,0.2,156,,,,,,,,,,05/02/2020 17:15,0,260
05/02/2020 17:00,0,159,,,,,,,,,,05/02/2020 17:00,0,260
05/02/2020 16:45,0,161,,,,,,,,,,05/02/2020 16:45,0,260
05/02/2020 16:30,0,163,,,,,,,,,,05/02/2020 16:30,0,261
05/02/2020 16:15,0,166,,,,,,,,,,05/02/2020 16:15,0,261
05/02/2020 16:00,0,169,,,,,,,,,,05/02/2020 16:00,0,261
05/02/2020 15:45,0,172,,,,,,,,,,05/02/2020 15:45,0,261
05/02/2020 15:30,0,175,,,,,,,,,,05/02/2020 15:30,0,261
05/02/2020 15:15,0,177,,,,,,,,,,05/02/2020 15:15,0,261
05/02/2020 15:00,0,181,,,,,,,,,,05/02/2020 15:00,0,262
05/02/2020 14:45,0,184,,,,,,,,,,05/02/2020 14:45,0,262
05/02/2020 14:30,0,187,,,,,,,,,,05/02/2020 14:30,0,262
05/02/2020 14:15,0,190,,,,,,,,,,05/02/2020 14:15,0,262
05/02/2020 14:00,0,192,,,,,,,,,,05/02/2020 14:00,0,262
05/02/2020 13:45,0,195,,,,,,,,,,05/02/2020 13:45,0,262
05/02/2020 13:30,0,197,,,,,,,,,,05/02/2020 13:30,0,262
05/02/2020 13:15,0.2,200,,,,,,,,,,05/02/2020 13:15,0,262
05/02/2020 13:00,0,202,,,,,,,,,,05/02/2020 13:00,0,263
05/02/2020 12:45,0,204,,,,,,,,,,05/02/2020 12:45,0,263
05/02/2020 12:30,0.4,205,,,,,,,,,,05/02/2020 12:30,0,263
05/02/2020 12:15,0,206,,,,,,,,,,05/02/2020 12:15,0,263
05/02/2020 12:00,0,207,,,,,,,,,,05/02/2020 12:00,0,264
05/02/2020 11:45,0,207,,,,,,,,,,05/02/2020 11:45,0,264
05/02/2020 11:30,0,206,,,,,,,,,,05/02/2020 11:30,0.25,264
05/02/2020 11:15,0.2,206,,,,,,,,,,05/02/2020 11:15,0.25,264
05/02/2020 11:00,0.4,205,,,,,,,,,,05/02/2020 11:00,0.25,264
05/02/2020 10:45,0,203,,,,,,,,,,05/02/2020 10:45,0,264
05/02/2020 10:30,0.2,201,,,,,,,,,,05/02/2020 10:30,0,265
05/02/2020 10:15,0,198,,,,,,,,,,05/02/2020 10:15,0.25,265
05/02/2020 10:00,0.6,196,,,,,,,,,,05/02/2020 10:00,0,265
05/02/2020 09:45,1,192,,,,,,,,,,05/02/2020 09:45,0,266
05/02/2020 09:30,1.2,188,,,,,,,,,,05/02/2020 09:30,0,266
05/02/2020 09:15,1,184,,,,,,,,,,05/02/2020 09:15,0.5,267
05/02/2020 09:00,0.4,180,,,,,,,,,,05/02/2020 09:00,0.75,267
05/02/2020 08:45,0.2,176,,,,,,,,,,05/02/2020 08:45,0.5,267
05/02/2020 08:30,1.4,172,,,,,,,,,,05/02/2020 08:30,0.75,268
05/02/2020 08:15,0.2,167,,,,,,,,,,05/02/2020 08:15,0,268
05/02/2020 08:00,0,163,,,,,,,,,,05/02/2020 08:00,0,269
05/02/2020 07:45,0,159,,,,,,,,,,05/02/2020 07:45,0,269
05/02/2020 07:30,0,155,,,,,,,,,,05/02/2020 07:30,0,270
05/02/2020 07:15,0,151,,,,,,,,,,05/02/2020 07:15,0,270
05/02/2020 07:00,0,149,,,,,,,,,,05/02/2020 07:00,0,271
05/02/2020 06:45,0,146,,,,,,,,,,05/02/2020 06:45,0,271
05/02/2020 06:30,0,144,,,,,,,,,,05/02/2020 06:30,0.25,271
05/02/2020 06:15,0,143,,,,,,,,,,05/02/2020 06:15,0,271
05/02/2020 06:00,0,142,,,,,,,,,,05/02/2020 06:00,0,272
05/02/2020 05:45,0,142,,,,,,,,,,05/02/2020 05:45,0,271
05/02/2020 05:30,0,141,,,,,,,,,,05/02/2020 05:30,0,271
05/02/2020 05:15,0,141,,,,,,,,,,05/02/2020 05:15,0,271
05/02/2020 05:00,0,141,,,,,,,,,,05/02/2020 05:00,0,271
05/02/2020 04:45,0,140,,,,,,,,,,05/02/2020 04:45,0,270
05/02/2020 04:30,0,140,,,,,,,,,,05/02/2020 04:30,0,269
05/02/2020 04:15,0,139,,,,,,,,,,05/02/2020 04:15,0,269
05/02/2020 04:00,0,139,,,,,,,,,,05/02/2020 04:00,0,269
05/02/2020 03:45,0,138,,,,,,,,,,05/02/2020 03:45,0,268
05/02/2020 03:30,0,137,,,,,,,,,,05/02/2020 03:30,0,268
05/02/2020 03:15,0,136,,,,,,,,,,05/02/2020 03:15,0,269
05/02/2020 03:00,0,135,,,,,,,,,,05/02/2020 03:00,0,269
05/02/2020 02:45,0,134,,,,,,,,,,05/02/2020 02:45,0,269
05/02/2020 02:30,0,133,,,,,,,,,,05/02/2020 02:30,0,270
05/02/2020 02:15,0,131,,,,,,,,,,05/02/2020 02:15,0,271
05/02/2020 02:00,0,130,,,,,,,,,,05/02/2020 02:00,0,272
05/02/2020 01:45,0,128,,,,,,,,,,05/02/2020 01:45,0,273
05/02/2020 01:30,0,126,,,,,,,,,,05/02/2020 01:30,0,275
05/02/2020 01:15,0,123,,,,,,,,,,05/02/2020 01:15,0,277
05/02/2020 01:00,0,121,,,,,,,,,,05/02/2020 01:00,0,279
05/02/2020 00:45,0,118,,,,,,,,,,05/02/2020 00:45,0,282
05/02/2020 00:30,0,116,,,,,,,,,,05/02/2020 00:30,0,284
05/02/2020 00:15,0,114,,,,,,,,,,05/02/2020 00:15,0,287
05/02/2020 00:00,0,112,,,,,,,,,,05/02/2020 00:00,0,289
04/02/2020 23:45,0,111,,,,,,,,,,04/02/2020 23:45,0,289
04/02/2020 23:30,0,110,,,,,,,,,,04/02/2020 23:30,0,287
04/02/2020 23:15,0,109,,,,,,,,,,04/02/2020 23:15,0,288
04/02/2020 23:00,0,109,,,,,,,,,,04/02/2020 23:00,0,292
04/02/2020 22:45,0,109,,,,,,,,,,04/02/2020 22:45,0,295
