Data-Itajuba,Chuva-Itajuba,Nivel-Itajuba,Data-MairaDaFe,Chuva-MariaDaFe,Nivel-MariaDaFe,Data-WenceslauBraz,Chuva-WenceslauBraz,Nivel-WenceslauBraz,Data-DelfimMoreira,Chuva-DelfimMoreira,Vazao-DelfimMoreira,Data-DelfimMoreira2,Chuva-DelfimMoreira2,Vazao-DelfimMoreira2
12/02/2020 04:30,0,347,,,,,,,,,,12/02/2020 04:30,0,319
12/02/2020 04:15,0,369,,,,,,,,,,12/02/2020 04:15,0,318
12/02/2020 04:00,0,374,,,,,,,,,,12/02/2020 04:00,0,318
12/02/2020 03:45,0,378,,,,,,,,,,12/02/2020 03:45,0,318
12/02/2020 03:30,0,383,,,,,,,,,,12/02/2020 03:30,0,319
12/02/2020 03:15,0,369,,,,,,,,,,12/02/2020 03:15,0,319
12/02/2020 03:00,0,374,,,,,,,,,,12/02/2020 03:00,0,319
12/02/2020 02:45,0,378,,,,,,,,,,12/02/2020 02:45,0,319
12/02/2020 02:30,0,383,,,,,,,,,,12/02/2020 02:30,0,319
12/02/2020 02:15,0,387,,,,,,,,,,12/02/2020 02:15,0,320
12/02/2020 02:00,0,392,,,,,,,,,,12/02/2020 02:00,0,321
12/02/2020 01:45,0,395,,,,,,,,,,12/02/2020 01:45,0,321
12/02/2020 01:30,0,399,,,,,,,,,,12/02/2020 01:30,0,323
12/02/2020 01:15,0,403,,,,,,,,,,12/02/2020 01:15,0,323
12/02/2020 01:00,0,407,,,,,,,,,,12/02/2020 01:00,0,324
12/02/2020 00:45,0,412,,,,,,,,,,12/02/2020 00:45,0,326
12/02/2020 00:30,0,415,,,,,,,,,,12/02/2020 00:30,0,327
12/02/2020 00:15,0,419,,,,,,,,,,12/02/2020 00:15,0,328
12/02/2020 00:00,0,423,,,,,,,,,,12/02/2020 00:00,0,329
11/02/2020 23:45,0,427,,,,,,,,,,11/02/2020 23:45,0,330
11/02/2020 23:30,0,430,,,,,,,,,,11/02/2020 23:30,0,332
11/02/2020 23:15,0,434,,,,,,,,,,11/02/2020 23:15,0,334
11/02/2020 23:00,0,438,,,,,,,,,,11/02/2020 23:00,0,336
11/02/2020 22:45,0,441,,,,,,,,,,11/02/2020 22:45,0,338
11/02/2020 22:30,0,444,,,,,,,,,,11/02/2020 22:30,0,341
11/02/2020 22:15,0,448,,,,,,,,,,11/02/2020 22:15,0,342
11/02/2020 22:00,0,450,,,,,,,,,,11/02/2020 22:00,0,345
11/02/2020 21:45,0,453,,,,,,,,,,11/02/2020 21:45,0,346
11/02/2020 21:30,0,455,,,,,,,,,,11/02/2020 21:30,0,349
11/02/2020 21:15,0,457,,,,,,,,,,11/02/2020 21:15,0,350
11/02/2020 21:00,0,459,,,,,,,,,,11/02/2020 21:00,0,353
11/02/2020 20:45,0,461,,,,,,,,,,11/02/2020 20:45,0.25,355
11/02/2020 20:30,0,463,,,,,,,,,,11/02/2020 20:30,0,356
11/02/2020 20:15,0,464,,,,,,,,,,11/02/2020 20:15,0,357
11/02/2020 20:00,0,466,,,,,,,,,,11/02/2020 20:00,0,359
11/02/2020 19:45,0,467,,,,,,,,,,11/02/2020 19:45,0,360
11/02/2020 19:30,0,467,,,,,,,,,,11/02/2020 19:30,0,360
11/02/2020 19:15,0,469,,,,,,,,,,11/02/2020 19:15,0,360
11/02/2020 19:00,0,469,,,,,,,,,,11/02/2020 19:00,0,361
11/02/2020 18:45,0,470,,,,,,,,,,11/02/2020 18:45,0,362
11/02/2020 18:30,0,470,,,,,,,,,,11/02/2020 18:30,0,361
11/02/2020 18:15,0,470,,,,,,,,,,11/02/2020 18:15,0,361
11/02/2020 18:00,0,470,,,,,,,,,,11/02/2020 18:00,0,361
11/02/2020 17:45,1.2,469,,,,,,,,,,11/02/2020 17:45,0.25,361
11/02/2020 17:30,0.4,468,,,,,,,,,,11/02/2020 17:30,0,361
11/02/2020 17:15,2.4,467,,,,,,,,,,11/02/2020 17:15,0.25,361
11/02/2020 17:00,0,466,,,,,,,,,,11/02/2020 17:00,0,361
11/02/2020 16:45,0.2,465,,,,,,,,,,11/02/2020 16:45,0,360
11/02/2020 16:30,0.2,463,,,,,,,,,,11/02/2020 16:30,0.5,361
11/02/2020 16:15,0.2,462,,,,,,,,,,11/02/2020 16:15,0.5,361
11/02/2020 16:00,0,460,,,,,,,,,,11/02/2020 16:00,0,362
11/02/2020 15:45,0,459,,,,,,,,,,11/02/2020 15:45,0,362
11/02/2020 15:30,0.4,457,,,,,,,,,,11/02/2020 15:30,0,363
11/02/2020 15:15,0.2,455,,,,,,,,,,11/02/2020 15:15,0,364
11/02/2020 15:00,0,453,,,,,,,,,,11/02/2020 15:00,0,365
11/02/2020 14:45,0,451,,,,,,,,,,11/02/2020 14:45,0,367
11/02/2020 14:30,0,448,,,,,,,,,,11/02/2020 14:30,0,368
11/02/2020 14:15,0,445,,,,,,,,,,11/02/2020 14:15,0,371
11/02/2020 14:00,0,443,,,,,,,,,,11/02/2020 14:00,0,373
11/02/2020 13:45,0,440,,,,,,,,,,11/02/2020 13:45,0,375
11/02/2020 13:30,0,436,,,,,,,,,,11/02/2020 13:30,0,377
11/02/2020 13:15,0,432,,,,,,,,,,11/02/2020 13:15,0,380
11/02/2020 13:00,0,428,,,,,,,,,,11/02/2020 13:00,0.25,384
11/02/2020 12:45,0.2,423,,,,,,,,,,11/02/2020 12:45,0,386
11/02/2020 12:30,0,418,,,,,,,,,,11/02/2020 12:30,0,388
11/02/2020 12:15,0,413,,,,,,,,,,11/02/2020 12:15,0.5,391
11/02/2020 12:00,0,408,,,,,,,,,,11/02/2020 12:00,0,395
11/02/2020 11:45,0.4,402,,,,,,,,,,11/02/2020 11:45,0,396
11/02/2020 11:30,1.8,395,,,,,,,,,,11/02/2020 11:30,0.5,397
11/02/2020 11:15,2,388,,,,,,,,,,11/02/2020 11:15,0.5,396
11/02/2020 11:00,3,380,,,,,,,,,,11/02/2020 11:00,0.25,396
11/02/2020 10:45,1.6,372,,,,,,,,,,11/02/2020 10:45,0.5,396
11/02/2020 10:30,1.2,366,,,,,,,,,,11/02/2020 10:30,0.75,394
11/02/2020 10:15,1.4,359,,,,,,,,,,11/02/2020 10:15,1.25,391
11/02/2020 10:00,0.8,354,,,,,,,,,,11/02/2020 10:00,1,389
11/02/2020 09:45,0.8,349,,,,,,,,,,11/02/2020 09:45,1.25,385
11/02/2020 09:30,1.6,344,,,,,,,,,,11/02/2020 09:30,1,381
11/02/2020 09:15,1.8,339,,,,,,,,,,11/02/2020 09:15,2.25,378
11/02/2020 09:00,0.4,335,,,,,,,,,,11/02/2020 09:00,1.75,373
11/02/2020 08:45,0.8,331,,,,,,,,,,11/02/2020 08:45,1,369
11/02/2020 08:30,0.2,328,,,,,,,,,,11/02/2020 08:30,1.25,368
11/02/2020 08:15,0.4,324,,,,,,,,,,11/02/2020 08:15,1.75,368
11/02/2020 08:00,1.4,320,,,,,,,,,,11/02/2020 08:00,2,365
11/02/2020 07:45,2.8,314,,,,,,,,,,11/02/2020 07:45,1,358
11/02/2020 07:30,3.2,309,,,,,,,,,,11/02/2020 07:30,0.5,352
11/02/2020 07:15,5.2,300,,,,,,,,,,11/02/2020 07:15,1.75,345
11/02/2020 07:00,10,289,,,,,,,,,,11/02/2020 07:00,5.25,328
11/02/2020 06:45,4.8,281,,,,,,,,,,11/02/2020 06:45,3.75,319
11/02/2020 06:30,0.8,277,,,,,,,,,,11/02/2020 06:30,1.75,318
11/02/2020 06:15,1,273,,,,,,,,,,11/02/2020 06:15,1.75,318
11/02/2020 06:00,1.6,269,,,,,,,,,,11/02/2020 06:00,1.25,320
11/02/2020 05:45,1.2,266,,,,,,,,,,11/02/2020 05:45,0.25,319
11/02/2020 05:30,1,263,,,,,,,,,,11/02/2020 05:30,0.5,316
11/02/2020 05:15,1,260,,,,,,,,,,11/02/2020 05:15,1,313
11/02/2020 05:00,1.2,256,,,,,,,,,,11/02/2020 05:00,1.25,312
11/02/2020 04:45,1.2,254,,,,,,,,,,11/02/2020 04:45,2.5,300
11/02/2020 04:30,5.2,250,,,,,,,,,,11/02/2020 04:30,8,296
11/02/2020 04:15,4.4,245,,,,,,,,,,11/02/2020 04:15,0.5,295
11/02/2020 04:00,0.2,244,,,,,,,,,,11/02/2020 04:00,0,296
11/02/2020 03:45,0,243,,,,,,,,,,11/02/2020 03:45,0,296
11/02/2020 03:30,0,242,,,,,,,,,,11/02/2020 03:30,0,296
11/02/2020 03:15,0,242,,,,,,,,,,11/02/2020 03:15,0,296
11/02/2020 03:00,0,241,,,,,,,,,,11/02/2020 03:00,0.25,297
11/02/2020 02:45,0,240,,,,,,,,,,11/02/2020 02:45,0,298
11/02/2020 02:30,0,240,,,,,,,,,,11/02/2020 02:30,0,299
11/02/2020 02:15,0,239,,,,,,,,,,11/02/2020 02:15,0,300
11/02/2020 02:00,0,238,,,,,,,,,,11/02/2020 02:00,0.25,301
11/02/2020 01:45,0,237,,,,,,,,,,11/02/2020 01:45,1,302
11/02/2020 01:30,0,235,,,,,,,,,,11/02/2020 01:30,0.25,304
11/02/2020 01:15,0,234,,,,,,,,,,11/02/2020 01:15,1.25,305
11/02/2020 01:00,0,232,,,,,,,,,,11/02/2020 01:00,0.25,305
11/02/2020 00:45,0,229,,,,,,,,,,11/02/2020 00:45,0.5,306
11/02/2020 00:30,0,227,,,,,,,,,,11/02/2020 00:30,0,307
11/02/2020 00:15,0,225,,,,,,,,,,11/02/2020 00:15,0.25,307
11/02/2020 00:00,0,222,,,,,,,,,,11/02/2020 00:00,0,307
10/02/2020 23:45,0,220,,,,,,,,,,10/02/2020 23:45,0,307
10/02/2020 23:30,0,217,,,,,,,,,,10/02/2020 23:30,0,307
10/02/2020 23:15,0,214,,,,,,,,,,10/02/2020 23:15,0,306
10/02/2020 23:00,0,212,,,,,,,,,,10/02/2020 23:00,0,306
10/02/2020 22:45,0,209,,,,,,,,,,10/02/2020 22:45,0,305
10/02/2020 22:30,0,206,,,,,,,,,,10/02/2020 22:30,0,304
10/02/2020 22:15,0.2,202,,,,,,,,,,10/02/2020 22:15,0.25,303
10/02/2020 22:00,0.4,199,,,,,,,,,,10/02/2020 22:00,0.25,303
10/02/2020 21:45,0,195,,,,,,,,,,10/02/2020 21:45,0,303
10/02/2020 21:30,0,191,,,,,,,,,,10/02/2020 21:30,0,304
10/02/2020 21:15,0,186,,,,,,,,,,10/02/2020 21:15,0,305
10/02/2020 21:00,0,182,,,,,,,,,,10/02/2020 21:00,0,306
10/02/2020 20:45,0,177,,,,,,,,,,10/02/2020 20:45,0,307
10/02/2020 20:30,0,172,,,,,,,,,,10/02/2020 20:30,0,308
10/02/2020 20:15,0,167,,,,,,,,,,10/02/2020 20:15,0,309
10/02/2020 20:00,0,163,,,,,,,,,,10/02/2020 20:00,0,311
10/02/2020 19:45,0,159,,,,,,,,,,10/02/2020 19:45,0,313
10/02/2020 19:30,0.6,156,,,,,,,,,,10/02/2020 19:30,0.25,314
10/02/2020 19:15,1,153,,,,,,,,,,10/02/2020 19:15,0.25,316
10/02/2020 19:00,0,150,,,,,,,,,,10/02/2020 19:00,0,316
10/02/2020 18:45,0,147,,,,,,,,,,10/02/2020 18:45,0,312
10/02/2020 18:30,0,144,,,,,,,,,,10/02/2020 18:30,0,306
10/02/2020 18:15,0.4,141,,,,,,,,,,10/02/2020 18:15,0,302
10/02/2020 18:00,0,137,,,,,,,,,,10/02/2020 18:00,0,296
10/02/2020 17:45,0,133,,,,,,,,,,10/02/2020 17:45,0.5,290
10/02/2020 17:30,0.6,129,,,,,,,,,,10/02/2020 17:30,0.75,285
10/02/2020 17:15,1,125,,,,,,,,,,10/02/2020 17:15,0.75,280
10/02/2020 17:00,1.8,122,,,,,,,,,,10/02/2020 17:00,2.25,275
10/02/2020 16:45,1.2,120,,,,,,,,,,10/02/2020 16:45,1.5,269
10/02/2020 16:30,1.4,118,,,,,,,,,,10/02/2020 16:30,3.5,266
10/02/2020 16:15,2.4,116,,,,,,,,,,10/02/2020 16:15,2.25,264
10/02/2020 16:00,0,114,,,,,,,,,,10/02/2020 16:00,0.25,263
10/02/2020 15:45,0,113,,,,,,,,,,10/02/2020 15:45,0,262
10/02/2020 15:30,0,112,,,,,,,,,,10/02/2020 15:30,0,261
10/02/2020 15:15,0.2,110,,,,,,,,,,10/02/2020 15:15,0.25,260
10/02/2020 15:00,0,109,,,,,,,,,,10/02/2020 15:00,0,260
10/02/2020 14:45,1.4,108,,,,,,,,,,10/02/2020 14:45,0.5,259
10/02/2020 14:30,1.2,106,,,,,,,,,,10/02/2020 14:30,1.5,258
10/02/2020 14:15,0.2,106,,,,,,,,,,10/02/2020 14:15,0,258
10/02/2020 14:00,0.8,104,,,,,,,,,,10/02/2020 14:00,0.25,258
10/02/2020 13:45,0,104,,,,,,,,,,10/02/2020 13:45,1.25,257
10/02/2020 13:30,0.4,103,,,,,,,,,,10/02/2020 13:30,0.75,256
10/02/2020 13:15,0.2,102,,,,,,,,,,10/02/2020 13:15,0.25,256
10/02/2020 13:00,0.2,102,,,,,,,,,,10/02/2020 13:00,0,255
10/02/2020 12:45,0.6,101,,,,,,,,,,10/02/2020 12:45,0.5,255
10/02/2020 12:30,0,100,,,,,,,,,,10/02/2020 12:30,0.25,255
10/02/2020 12:15,0,100,,,,,,,,,,10/02/2020 12:15,0,254
10/02/2020 12:00,0.4,100,,,,,,,,,,10/02/2020 12:00,0.25,254
10/02/2020 11:45,0.6,100,,,,,,,,,,10/02/2020 11:45,0.5,254
10/02/2020 11:30,0.6,100,,,,,,,,,,10/02/2020 11:30,0.5,254
10/02/2020 11:15,0.6,99,,,,,,,,,,10/02/2020 11:15,1,254
10/02/2020 11:00,0,99,,,,,,,,,,10/02/2020 11:00,0,253
10/02/2020 10:45,0.6,98,,,,,,,,,,10/02/2020 10:45,0.5,253
10/02/2020 10:30,0.2,98,,,,,,,,,,10/02/2020 10:30,0,253
10/02/2020 10:15,0,98,,,,,,,,,,10/02/2020 10:15,0,253
10/02/2020 10:00,0,98,,,,,,,,,,10/02/2020 10:00,0,253
10/02/2020 09:45,0,98,,,,,,,,,,10/02/2020 09:45,0,253
10/02/2020 09:30,0,97,,,,,,,,,,10/02/2020 09:30,0,253
10/02/2020 09:15,0.4,97,,,,,,,,,,10/02/2020 09:15,0.5,253
10/02/2020 09:00,0,97,,,,,,,,,,10/02/2020 09:00,0,252
10/02/2020 08:45,0,97,,,,,,,,,,10/02/2020 08:45,0.5,252
10/02/2020 08:30,0,96,,,,,,,,,,10/02/2020 08:30,0,252
10/02/2020 08:15,0,96,,,,,,,,,,10/02/2020 08:15,0,252
10/02/2020 08:00,0.2,96,,,,,,,,,,10/02/2020 08:00,0,252
10/02/2020 07:45,0,96,,,,,,,,,,10/02/2020 07:45,0,252
10/02/2020 07:30,0,96,,,,,,,,,,10/02/2020 07:30,0,252
10/02/2020 07:15,0,96,,,,,,,,,,10/02/2020 07:15,0,252
10/02/2020 07:00,0.2,96,,,,,,,,,,10/02/2020 07:00,0.25,252
10/02/2020 06:45,0.6,96,,,,,,,,,,10/02/2020 06:45,0.75,252
10/02/2020 06:30,0.2,96,,,,,,,,,,10/02/2020 06:30,0.75,252
10/02/2020 06:15,0,96,,,,,,,,,,10/02/2020 06:15,0,252
10/02/2020 06:00,0,96,,,,,,,,,,10/02/2020 06:00,0,252
10/02/2020 05:45,0.2,96,,,,,,,,,,10/02/2020 05:45,0.25,251
10/02/2020 05:30,2.2,96,,,,,,,,,,10/02/2020 05:30,1,251
10/02/2020 05:15,0.4,96,,,,,,,,,,10/02/2020 05:15,0.25,251
10/02/2020 05:00,0,96,,,,,,,,,,10/02/2020 05:00,0,251
10/02/2020 04:45,0,96,,,,,,,,,,10/02/2020 04:45,0,251
10/02/2020 04:30,0,96,,,,,,,,,,10/02/2020 04:30,0,251
10/02/2020 04:15,0,96,,,,,,,,,,10/02/2020 04:15,0,251
10/02/2020 04:00,0,96,,,,,,,,,,10/02/2020 04:00,0,251
10/02/2020 03:45,0.4,96,,,,,,,,,,10/02/2020 03:45,0.25,251
10/02/2020 03:30,0,96,,,,,,,,,,10/02/2020 03:30,0,251
10/02/2020 03:15,0,96,,,,,,,,,,10/02/2020 03:15,0,251
10/02/2020 03:00,0,96,,,,,,,,,,10/02/2020 03:00,0,251
10/02/2020 02:45,0,96,,,,,,,,,,10/02/2020 02:45,0,251
10/02/2020 02:30,0,96,,,,,,,,,,10/02/2020 02:30,0,251
10/02/2020 02:15,0,95,,,,,,,,,,10/02/2020 02:15,0,251
10/02/2020 02:00,0,95,,,,,,,,,,10/02/2020 02:00,0,252
10/02/2020 01:45,0,95,,,,,,,,,,10/02/2020 01:45,0,252
10/02/2020 01:30,0,95,,,,,,,,,,10/02/2020 01:30,0,252
10/02/2020 01:15,0,95,,,,,,,,,,10/02/2020 01:15,0,252
10/02/2020 01:00,0,95,,,,,,,,,,10/02/2020 01:00,0,252
10/02/2020 00:45,0,95,,,,,,,,,,10/02/2020 00:45,0,252
10/02/2020 00:30,0,95,,,,,,,,,,10/02/2020 00:30,0,252
10/02/2020 00:15,0,95,,,,,,,,,,10/02/2020 00:15,0,252
10/02/2020 00:00,0,95,,,,,,,,,,10/02/2020 00:00,0,252
09/02/2020 23:45,0,95,,,,,,,,,,09/02/2020 23:45,0,252
09/02/2020 23:30,0,95,,,,,,,,,,09/02/2020 23:30,0,252
09/02/2020 23:15,0,95,,,,,,,,,,09/02/2020 23:15,0,252
09/02/2020 23:00,0,95,,,,,,,,,,09/02/2020 23:00,0,252
09/02/2020 22:45,0,95,,,,,,,,,,09/02/2020 22:45,0,252
09/02/2020 22:30,0,95,,,,,,,,,,09/02/2020 22:30,0,252
09/02/2020 22:15,0,95,,,,,,,,,,09/02/2020 22:15,0,252
09/02/2020 22:00,0,94,,,,,,,,,,09/02/2020 22:00,0,252
09/02/2020 21:45,0,94,,,,,,,,,,09/02/2020 21:45,0,252
09/02/2020 21:30,0,94,,,,,,,,,,09/02/2020 21:30,0.25,252
09/02/2020 21:15,0,94,,,,,,,,,,09/02/2020 21:15,0,252
09/02/2020 21:00,0,94,,,,,,,,,,09/02/2020 21:00,0,252
09/02/2020 20:45,0.2,94,,,,,,,,,,09/02/2020 20:45,0.25,252
09/02/2020 20:30,0.2,94,,,,,,,,,,09/02/2020 20:30,0,252
09/02/2020 20:15,0,94,,,,,,,,,,09/02/2020 20:15,0,252
09/02/2020 20:00,0,94,,,,,,,,,,09/02/2020 20:00,0,252
09/02/2020 19:45,0,94,,,,,,,,,,09/02/2020 19:45,0,252
09/02/2020 19:30,0,94,,,,,,,,,,09/02/2020 19:30,0,252
09/02/2020 19:15,0,94,,,,,,,,,,09/02/2020 19:15,0,252
09/02/2020 19:00,0,94,,,,,,,,,,09/02/2020 19:00,0,252
09/02/2020 18:45,0,94,,,,,,,,,,09/02/2020 18:45,0,252
09/02/2020 18:30,0,94,,,,,,,,,,09/02/2020 18:30,0,252
09/02/2020 18:15,0,94,,,,,,,,,,09/02/2020 18:15,0,252
09/02/2020 18:00,0,95,,,,,,,,,,09/02/2020 18:00,0,252
09/02/2020 17:45,0,95,,,,,,,,,,09/02/2020 17:45,0,253
09/02/2020 17:30,0,95,,,,,,,,,,09/02/2020 17:30,0,253
09/02/2020 17:15,0,95,,,,,,,,,,09/02/2020 17:15,0,253
09/02/2020 17:00,0,95,,,,,,,,,,09/02/2020 17:00,0,253
09/02/2020 16:45,0,94,,,,,,,,,,09/02/2020 16:45,0,253
09/02/2020 16:30,0,94,,,,,,,,,,09/02/2020 16:30,0,253
09/02/2020 16:15,0,94,,,,,,,,,,09/02/2020 16:15,0,252
09/02/2020 16:00,0,94,,,,,,,,,,09/02/2020 16:00,0,252
09/02/2020 15:45,0,94,,,,,,,,,,09/02/2020 15:45,0,252
09/02/2020 15:30,0,94,,,,,,,,,,09/02/2020 15:30,0,252
09/02/2020 15:15,0,94,,,,,,,,,,09/02/2020 15:15,0,253
09/02/2020 15:00,0,94,,,,,,,,,,09/02/2020 15:00,0,252
09/02/2020 14:45,0,94,,,,,,,,,,09/02/2020 14:45,0,252
09/02/2020 14:30,0,94,,,,,,,,,,09/02/2020 14:30,0,252
09/02/2020 14:15,0,94,,,,,,,,,,09/02/2020 14:15,0,252
09/02/2020 14:00,0,94,,,,,,,,,,09/02/2020 14:00,0,253
09/02/2020 13:45,0,94,,,,,,,,,,09/02/2020 13:45,0,252
09/02/2020 13:30,0,95,,,,,,,,,,09/02/2020 13:30,0,252
09/02/2020 13:15,0,95,,,,,,,,,,09/02/2020 13:15,0,252
09/02/2020 13:00,0.2,94,,,,,,,,,,09/02/2020 13:00,0.75,252
09/02/2020 12:45,0.4,95,,,,,,,,,,09/02/2020 12:45,0.25,252
09/02/2020 12:30,0,95,,,,,,,,,,09/02/2020 12:30,0,252
09/02/2020 12:15,0,95,,,,,,,,,,09/02/2020 12:15,0,252
09/02/2020 12:00,0,95,,,,,,,,,,09/02/2020 12:00,0,252
09/02/2020 11:45,0,95,,,,,,,,,,09/02/2020 11:45,0,252
09/02/2020 11:30,0,95,,,,,,,,,,09/02/2020 11:30,0,252
09/02/2020 11:15,0,95,,,,,,,,,,09/02/2020 11:15,0.25,252
09/02/2020 11:00,0.2,95,,,,,,,,,,09/02/2020 11:00,0.25,252
09/02/2020 10:45,0,95,,,,,,,,,,09/02/2020 10:45,0,252
09/02/2020 10:30,0,95,,,,,,,,,,09/02/2020 10:30,0,252
09/02/2020 10:15,0,96,,,,,,,,,,09/02/2020 10:15,0,252
09/02/2020 10:00,0,96,,,,,,,,,,09/02/2020 10:00,0,252
09/02/2020 09:45,0,96,,,,,,,,,,09/02/2020 09:45,0,252
09/02/2020 09:30,0,96,,,,,,,,,,09/02/2020 09:30,0,252
09/02/2020 09:15,0,96,,,,,,,,,,09/02/2020 09:15,0,252
09/02/2020 09:00,0,96,,,,,,,,,,09/02/2020 09:00,0,252
09/02/2020 08:45,0,96,,,,,,,,,,09/02/2020 08:45,0,252
09/02/2020 08:30,0,96,,,,,,,,,,09/02/2020 08:30,0,252
09/02/2020 08:15,0,96,,,,,,,,,,09/02/2020 08:15,0,252
09/02/2020 08:00,0,96,,,,,,,,,,09/02/2020 08:00,0,252
09/02/2020 07:45,0,97,,,,,,,,,,09/02/2020 07:45,0,252
09/02/2020 07:30,0,97,,,,,,,,,,09/02/2020 07:30,0,252
09/02/2020 07:15,0,97,,,,,,,,,,09/02/2020 07:15,0,252
09/02/2020 07:00,0,97,,,,,,,,,,09/02/2020 07:00,0,252
09/02/2020 06:45,0,97,,,,,,,,,,09/02/2020 06:45,0,252
09/02/2020 06:30,0,97,,,,,,,,,,09/02/2020 06:30,0,252
09/02/2020 06:15,0,97,,,,,,,,,,09/02/2020 06:15,0,252
09/02/2020 06:00,0,97,,,,,,,,,,09/02/2020 06:00,0,252
09/02/2020 05:45,0,98,,,,,,,,,,09/02/2020 05:45,0,252
09/02/2020 05:30,0,98,,,,,,,,,,09/02/2020 05:30,0,252
09/02/2020 05:15,0,98,,,,,,,,,,09/02/2020 05:15,0,253
09/02/2020 05:00,0,98,,,,,,,,,,09/02/2020 05:00,0,253
09/02/2020 04:45,0,98,,,,,,,,,,09/02/2020 04:45,0,253
09/02/2020 04:30,0,98,,,,,,,,,,09/02/2020 04:30,0,253
09/02/2020 04:15,0,98,,,,,,,,,,09/02/2020 04:15,0,253
09/02/2020 04:00,0,99,,,,,,,,,,09/02/2020 04:00,0,253
09/02/2020 03:45,0,99,,,,,,,,,,09/02/2020 03:45,0,253
09/02/2020 03:30,0,99,,,,,,,,,,09/02/2020 03:30,0,253
09/02/2020 03:15,0,99,,,,,,,,,,09/02/2020 03:15,0,253
09/02/2020 03:00,0,99,,,,,,,,,,09/02/2020 03:00,0,253
09/02/2020 02:45,0,100,,,,,,,,,,09/02/2020 02:45,0,252
09/02/2020 02:30,0,100,,,,,,,,,,09/02/2020 02:30,0,252
09/02/2020 02:15,0,100,,,,,,,,,,09/02/2020 02:15,0,252
09/02/2020 02:00,0,100,,,,,,,,,,09/02/2020 02:00,0,252
09/02/2020 01:45,0,100,,,,,,,,,,09/02/2020 01:45,0,252
09/02/2020 01:30,0,101,,,,,,,,,,09/02/2020 01:30,0,252
09/02/2020 01:15,0,101,,,,,,,,,,09/02/2020 01:15,0,252
09/02/2020 01:00,0,101,,,,,,,,,,09/02/2020 01:00,0,252
09/02/2020 00:45,0,101,,,,,,,,,,09/02/2020 00:45,0,252
09/02/2020 00:30,0,101,,,,,,,,,,09/02/2020 00:30,0,252
09/02/2020 00:15,0,101,,,,,,,,,,09/02/2020 00:15,0,252
09/02/2020 00:00,0,102,,,,,,,,,,09/02/2020 00:00,0,252
08/02/2020 23:45,0,102,,,,,,,,,,08/02/2020 23:45,0,252
08/02/2020 23:30,0,102,,,,,,,,,,08/02/2020 23:30,0,252
08/02/2020 23:15,0,102,,,,,,,,,,08/02/2020 23:15,0,252
08/02/2020 23:00,0,102,,,,,,,,,,08/02/2020 23:00,0,253
08/02/2020 22:45,0,102,,,,,,,,,,08/02/2020 22:45,0,253
08/02/2020 22:30,0,102,,,,,,,,,,08/02/2020 22:30,0,253
08/02/2020 22:15,0,103,,,,,,,,,,08/02/2020 22:15,0,253
08/02/2020 22:00,0,102,,,,,,,,,,08/02/2020 22:00,0,253
08/02/2020 21:45,0,102,,,,,,,,,,08/02/2020 21:45,0,253
08/02/2020 21:30,0,102,,,,,,,,,,08/02/2020 21:30,0,253
08/02/2020 21:15,0,102,,,,,,,,,,08/02/2020 21:15,0,253
08/02/2020 21:00,0,102,,,,,,,,,,08/02/2020 21:00,0,253
08/02/2020 20:45,0,103,,,,,,,,,,08/02/2020 20:45,0,254
08/02/2020 20:30,0.2,102,,,,,,,,,,08/02/2020 20:30,0,254
08/02/2020 20:15,0,102,,,,,,,,,,08/02/2020 20:15,0,254
08/02/2020 20:00,0,102,,,,,,,,,,08/02/2020 20:00,0,254
08/02/2020 19:45,0,102,,,,,,,,,,08/02/2020 19:45,0,254
08/02/2020 19:30,0,102,,,,,,,,,,08/02/2020 19:30,0,254
08/02/2020 19:15,0,102,,,,,,,,,,08/02/2020 19:15,0,254
08/02/2020 19:00,0,103,,,,,,,,,,08/02/2020 19:00,0,254
08/02/2020 18:45,0,103,,,,,,,,,,08/02/2020 18:45,0,254
08/02/2020 18:30,0,103,,,,,,,,,,08/02/2020 18:30,0,254
08/02/2020 18:15,0,103,,,,,,,,,,08/02/2020 18:15,0,254
08/02/2020 18:00,0,104,,,,,,,,,,08/02/2020 18:00,0,254
08/02/2020 17:45,0.6,103,,,,,,,,,,08/02/2020 17:45,0,254
08/02/2020 17:30,0,103,,,,,,,,,,08/02/2020 17:30,0,254
08/02/2020 17:15,0,104,,,,,,,,,,08/02/2020 17:15,0,254
08/02/2020 17:00,0,104,,,,,,,,,,08/02/2020 17:00,0,254
08/02/2020 16:45,0,104,,,,,,,,,,08/02/2020 16:45,0,254
08/02/2020 16:30,0,104,,,,,,,,,,08/02/2020 16:30,0,254
08/02/2020 16:15,0,105,,,,,,,,,,08/02/2020 16:15,0,255
08/02/2020 16:00,0,105,,,,,,,,,,08/02/2020 16:00,0,254
08/02/2020 15:45,0,105,,,,,,,,,,08/02/2020 15:45,0,255
08/02/2020 15:30,0,105,,,,,,,,,,08/02/2020 15:30,0,255
08/02/2020 15:15,0,105,,,,,,,,,,08/02/2020 15:15,0,255
08/02/2020 15:00,0,106,,,,,,,,,,08/02/2020 15:00,0,255
08/02/2020 14:45,0,106,,,,,,,,,,08/02/2020 14:45,0,255
08/02/2020 14:30,0,106,,,,,,,,,,08/02/2020 14:30,0,255
08/02/2020 14:15,0,106,,,,,,,,,,08/02/2020 14:15,0,255
